GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
198312310003,1983-12-31,"Lebanon","Sidon","Unknown",0,,,,,3,0,Military,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312310002,1983-12-31,"France","Tain L'Hermitage","Unaffiliated Individual(s)",1,,,,,2,5,Transportation,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312310001,1983-12-31,"France","Marseilles","Unaffiliated Individual(s)",1,,,,,2,35,Transportation,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312300005,1983-12-30,"Peru","Nuevo Progreso","Shining Path (SL)",0,,,,,Unknown,Unknown,Police,,,South America,Armed Assault,,,Firearms,,,
198312300004,1983-12-30,"Peru","Tingo Maria","Shining Path (SL)",0,,,,,4,0,Police,,,South America,Armed Assault,,,Firearms,,,
198312300003,1983-12-30,"West Bank and Gaza Strip","Hebron","Terror Against Terror",0,,,,,Unknown,Unknown,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
198312300002,1983-12-30,"El Salvador","El Paraiso","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Military,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198312300001,1983-12-30,"West Bank and Gaza Strip","Hebron","Terror Against Terror",0,,,,,Unknown,1,Religious Figures/Institutions,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312280019,1983-12-28,"Lebanon","Beirut","Muslim Militants",1,,,,,0,3,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312280018,1983-12-28,"Lebanon","Beirut","Unknown",0,,,,,Unknown,Unknown,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312280017,1983-12-28,"Lebanon","Beirut","Muslim Militants",1,,,,,Unknown,Unknown,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312280016,1983-12-28,"Lebanon","Beirut","Muslim Militants",1,,,,,Unknown,Unknown,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198312280015,1983-12-28,"Lebanon","Beirut","Muslim Militants",1,,,,,Unknown,Unknown,Business,,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
