GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
197212310001,1972-12-31,"United States","New Orleans","Republic of New Afrika",0,,,,,2,2,Police,,,North America,Armed Assault,,,Firearms,Firearms,,
197212300001,1972-12-30,"United Kingdom","Belfast","Ulster Volunteer Force (UVF)",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212290001,1972-12-29,"Spain","Barcelona","Iberian Liberation Movement (MIL)",0,,,,,Unknown,Unknown,Business,,,Western Europe,Armed Assault,,,Firearms,,,
197212280003,1972-12-28,"United States","New York City","Black Liberation Army",0,,,,,0,0,Business,Private Citizens & Property,,North America,Hostage Taking (Kidnapping),Facility/Infrastructure Attack,,Firearms,Firearms,,
197212280002,1972-12-28,"Ireland","Belturbet","Protestant Extremists",0,2,Unknown,Government (General),Western Europe,,,,Bombing/Explosion,Explosives/Bombs/Dynamite
197212280001,1972-12-28,"Thailand","Bangkok","Black September",0,,,,,0,0,Government (Diplomatic),,,Southeast Asia,Hostage Taking (Barricade Incident),,,Firearms,,,
197212270004,1972-12-27,"United Kingdom","Strabane","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Armed Assault,,,Firearms,,,
197212270003,1972-12-27,"Argentina","Buenos Aires","Unknown",0,,,,,0,0,Business,,,South America,Hostage Taking (Kidnapping),,,Unknown,,,
197212270002,1972-12-27,"Argentina","Buenos Aires","Montoneros (Argentina)",0,,,,,1,0,Private Citizens & Property,,,South America,Assassination,,,Firearms,,,
197212270001,1972-12-27,"Argentina","Lomas de Zamora","Ejercito Revolucionaria del Pueblo (ERP) (Argentina)",0,,,,,1,0,Military,,,South America,Assassination,,,Firearms,,,
197212250001,1972-12-25,"United States","New York City","Armed Revolutionary Independence Movement (MIRA)",1,,,,,0,0,Business,,,North America,Facility/Infrastructure Attack,,,Incendiary,,,
197212240003,1972-12-24,"United States","New York City","Armed Revolutionary Independence Movement (MIRA)",1,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212240002,1972-12-24,"United States","New York City","Armed Revolutionary Independence Movement (MIRA)",1,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212240001,1972-12-24,"West Germany (FRG)","West Berlin","Unknown",0,,,,,Unknown,Unknown,Military,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212230001,1972-12-23,"France","paris","Unknown",0,,,,,0,0,Government (Diplomatic),,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212210001,1972-12-21,"United Kingdom","Bangor","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Armed Assault,,,Firearms,,,
197212200005,1972-12-20,"United Kingdom","Londonderry","Protestant Extremists",0,,,,,5,Unknown,Private Citizens & Property,,,Western Europe,Armed Assault,,,Firearms,,,
197212200004,1972-12-20,"United Kingdom","Clonmore","Ulster Volunteer Force (UVF)",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Armed Assault,,,Firearms,,,
197212200003,1972-12-20,"United Kingdom","Claudy","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Armed Assault,,,Firearms,,,
197212200002,1972-12-20,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Armed Assault,,,Firearms,,,
197212200001,1972-12-20,"Lebanon","Beirut","Popular Front for the Liberation of Palestine (PFLP)",0,,,,,0,0,Government (Diplomatic),,,Middle East & North Africa,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212180001,1972-12-18,"United Kingdom","Armagh","Irish Republican Army (IRA)",0,,,,,1,Unknown,Government (General),,,Western Europe,Hostage Taking (Kidnapping),,,Firearms,,,
197212160002,1972-12-16,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212160001,1972-12-16,"United Kingdom","Derrylin","Protestant Extremists",0,,,,,1,Unknown,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
197212150005,1972-12-15,"United Kingdom","Armagh","Official Irish Republican Army (OIRA)",0,,,,,1,Unknown,Military,,,Western Europe,Armed Assault,,,Firearms,,,
197212150004,1972-12-15,"United Kingdom","Lurgan","Official Irish Republican Army (OIRA)",0,,,,,1,Unknown,Police,,,Western Europe,Assassination,,,Firearms,,,
197212150003,1972-12-15,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212150002,1972-12-15,"West Germany (FRG)","West Berlin","2nd of June Movement",0,,,,,Unknown,Unknown,Business,,,Western Europe,Armed Assault,,,Firearms,,,
197212140002,1972-12-14,"United Kingdom","Killeter","Ulster Volunteer Force (UVF)",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212140001,1972-12-14,"West Germany (FRG)","Dusseldorf","Baader-Meinhof Group",0,,,,,1,0,Police,,,Western Europe,Assassination,,,Firearms,,,
197212130001,1972-12-13,"United Kingdom","Belfast","Irish Republican Army (IRA)",0,,,,,1,Unknown,Police,,,Western Europe,Armed Assault,,,Firearms,,,
197212120001,1972-12-12,"United States","Miami","Secret Cuban Government",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212110001,1972-12-11,"United States","New York City","National Integration Front (FIN)",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212100002,1972-12-10,"United Kingdom","Belfast","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
197212080004,1972-12-08,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212080003,1972-12-08,"United Kingdom","Belfast","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Armed Assault,,,Firearms,,,
197212080002,1972-12-08,"Australia","Brisbane","Unknown",0,,,,,1,0,Business,,,Australasia & Oceania,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212070003,1972-12-07,"United Kingdom","Belfast","Irish Republican Army (IRA)",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Hostage Taking (Kidnapping),,,Unknown,,,
197212070002,1972-12-07,"United Kingdom","Belfast","Ulster Freedom Fighters (UFF)",0,,,,,1,Unknown,Terrorists/Non-state Militia,,,Western Europe,Armed Assault,,,Firearms,,,
197212070001,1972-12-07,"Greece","Athens","Resistance, Liberation and Independence Organization (AAA)",0,,,,,0,0,Military,,,Western Europe,Armed Assault,,,Incendiary,,,
197212060003,1972-12-06,"United Kingdom","Belfast","Irish Republican Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212060002,1972-12-06,"Italy","milan","Croatian Nationalists",0,,,,,0,0,Tourists,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212050002,1972-12-05,"United Kingdom","Killeter","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Armed Assault,,,Firearms,,,
197212050001,1972-12-05,"United Kingdom","Lurgan","Official Irish Republican Army (OIRA)",0,,,,,1,Unknown,Military,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,,
197212030001,1972-12-03,"United Kingdom","Belfast","Irish Republican Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212020002,1972-12-02,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212020001,1972-12-02,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197212010001,1972-12-01,"Ireland","Dublin","Ulster Volunteer Force (UVF)",0,,,,,2,Unknown,Private Citizens & Property,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197212000002,1972-12-15,"United States","New York City","National Integration Front (FIN)",0,,,,,0,0,Business,,,North America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197211300002,1972-11-30,"United Kingdom","Belfast","Protestant Extremists",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Assassination,,,Firearms,,,
197211300001,1972-11-30,"West Germany (FRG)","Kronberg im Taunus","Baader-Meinhof Group",0,,,,,0,0,Government (General),,,Western Europe,Assassination,,,Unknown,,,
197211280004,1972-11-28,"United Kingdom","Derry","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197211280002,1972-11-28,"United Kingdom","Belleek","Irish Republican Army (IRA)",0,,,,,1,Unknown,Military,,,Western Europe,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
197211280001,1972-11-28,"Spain","Barcelona","Iberian Liberation Movement (MIL)",0,,,,,Unknown,Unknown,Business,,,Western Europe,Armed Assault,,,Firearms,,,
