GTD ID,DATE,COUNTRY,CITY,PERPETRATOR 1,GUNCERTAIN 1,PERPETRATOR 2,GUNCERTAIN 2,PERPETRATOR 3,GUNCERTAIN 3,FATALITIES,INJURED,TARGET TYPE 1,TARGET TYPE 2,TARGET TYPE 3,REGION,ATTACK TYPE 1,ATTACK TYPE 2,ATTACK TYPE 3,WEAPON TYPE 1,WEAPON TYPE 2,WEAPON TYPE 3,WEAPON TYPE 4
198112310006,1981-12-31,"United Kingdom","Belfast","Irish Republican Army (IRA)",0,,,,,1,Unknown,Private Citizens & Property,,,Western Europe,Hostage Taking (Kidnapping),,,Unknown,,,
198112310005,1981-12-31,"El Salvador","Guacamaya","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112310004,1981-12-31,"El Salvador","Arambala","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112310003,1981-12-31,"El Salvador","El Mozote","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112310002,1981-12-31,"Peru","Cusco","Unknown",0,,,,,0,0,Transportation,,,South America,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112310001,1981-12-31,"Colombia","Unknown","Unknown",0,,,,,1,0,Private Citizens & Property,,,South America,Hostage Taking (Kidnapping),,,Unknown,,,
198112300011,1981-12-30,"Guatemala","Jocotan","Unknown",0,,,,,0,1,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300010,1981-12-30,"Guatemala","El Amatillo","Unknown",0,,,,,2,0,Military,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300009,1981-12-30,"El Salvador","Torola","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300008,1981-12-30,"El Salvador","San Fernando","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300007,1981-12-30,"El Salvador","Perquin","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300006,1981-12-30,"El Salvador","Joateca","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300005,1981-12-30,"El Salvador","Cacaopera","Farabundo Marti National Liberation Front (FMLN)",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112300004,1981-12-30,"Guatemala","Puerto Barrios","Unknown",0,,,,,Unknown,Unknown,Transportation,,,Central America & Caribbean,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112300003,1981-12-30,"Guatemala","Morales","Unknown",0,,,,,Unknown,Unknown,Military,,,Central America & Caribbean,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112300002,1981-12-30,"Guatemala","Guatemala city","Unknown",0,,,,,Unknown,Unknown,Police,,,Central America & Caribbean,Hostage Taking (Kidnapping),,,Unknown,,,
198112300001,1981-12-30,"Guatemala","Guatemala City","Unknown",0,,,,,0,1,Police,,,Central America & Caribbean,Assassination,,,Unknown,,,
198112290010,1981-12-29,"United Kingdom","Belfast","Irish Republican Army (IRA)",0,,,,,1,Unknown,Terrorists/Non-state Militia,,,Western Europe,Assassination,,,Firearms,,,
198112290009,1981-12-29,"Guatemala","El Amatillo","Unknown",0,,,,,2,1,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112290008,1981-12-29,"Guatemala","Jocotan","Unknown",0,,,,,Unknown,Unknown,Private Citizens & Property,,,Central America & Caribbean,Armed Assault,,,Firearms,,,
198112290007,1981-12-29,"Guatemala","Guatemala City","Farabundo Marti National Liberation Front (FMLN)",0,,,,,2,4,Police,,,Central America & Caribbean,Assassination,,,Firearms,Explosives/Bombs/Dynamite,Incendiary,Explosives/Bombs/Dynamite
198112290006,1981-12-29,"El Salvador","San Salvador","Farabundo Marti National Liberation Front (FMLN)",0,,,,,0,0,Telecommunication,,,Central America & Caribbean,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112290005,1981-12-29,"El Salvador","San Salvador","Farabundo Marti National Liberation Front (FMLN)",0,,,,,0,0,Telecommunication,,,Central America & Caribbean,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112290004,1981-12-29,"El Salvador","San Salvador","Farabundo Marti National Liberation Front (FMLN)",0,,,,,0,0,Telecommunication,,,Central America & Caribbean,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112290003,1981-12-29,"Honduras","San Pedro Sula","Lorenzo Zelaya Revolutionary Front (LZRF)",0,,,,,0,0,Private Citizens & Property,,,Central America & Caribbean,Bombing/Explosion,,,Explosives/Bombs/Dynamite,,,
198112290002,1981-12-29,"Spain","Unknown","Basque Fatherland and Freedom (ETA)",0,,,,,0,0,Private Citizens & Property,,,Western Europe,Hostage Taking (Kidnapping),,,Unknown,,,
