"COUNTRY","EMPSTAT","FREQUENCY","TIME_FORMAT","obsTime","obsValue"
"PRT","DE","A","P1Y","2015",1683
"PRT","TE","A","P1Y","1970",2130
"PRT","TE","A","P1Y","1971",2116
"PRT","TE","A","P1Y","1972",2103
"PRT","TE","A","P1Y","1973",2090
"PRT","TE","A","P1Y","1974",2077
"PRT","TE","A","P1Y","1975",2065
"PRT","TE","A","P1Y","1976",2053
"PRT","TE","A","P1Y","1977",2041
"PRT","TE","A","P1Y","1978",2029
"PRT","TE","A","P1Y","1979",2017
"PRT","TE","A","P1Y","1980",2006
"PRT","TE","A","P1Y","1981",1994
"PRT","TE","A","P1Y","1982",1982
"PRT","TE","A","P1Y","1983",1971
"PRT","TE","A","P1Y","1984",1959
"PRT","TE","A","P1Y","1985",1948
"PRT","TE","A","P1Y","1986",1936
"PRT","TE","A","P1Y","1987",1952
"PRT","TE","A","P1Y","1988",1951
"PRT","TE","A","P1Y","1989",1972
"PRT","TE","A","P1Y","1990",1959
"PRT","TE","A","P1Y","1991",1887
"PRT","TE","A","P1Y","1992",1825
"PRT","TE","A","P1Y","1993",1827
"PRT","TE","A","P1Y","1994",1835
"PRT","TE","A","P1Y","1995",1893
"PRT","TE","A","P1Y","1996",1894
"PRT","TE","A","P1Y","1997",1890
"PRT","TE","A","P1Y","1998",1905
"PRT","TE","A","P1Y","1999",1907
"PRT","TE","A","P1Y","2000",1917
"PRT","TE","A","P1Y","2001",1900
"PRT","TE","A","P1Y","2002",1894
"PRT","TE","A","P1Y","2003",1887
"PRT","TE","A","P1Y","2004",1893
"PRT","TE","A","P1Y","2005",1895
"PRT","TE","A","P1Y","2006",1883
"PRT","TE","A","P1Y","2007",1900
"PRT","TE","A","P1Y","2008",1887
"PRT","TE","A","P1Y","2009",1887
"PRT","TE","A","P1Y","2010",1890
"PRT","TE","A","P1Y","2011",1867
"PRT","TE","A","P1Y","2012",1849
"PRT","TE","A","P1Y","2013",1859
"PRT","TE","A","P1Y","2014",1865
"PRT","TE","A","P1Y","2015",1868
"SVK","DE","A","P1Y","1998",1716
"SVK","DE","A","P1Y","1999",1707
"SVK","DE","A","P1Y","2000",1768
"SVK","DE","A","P1Y","2001",1780
"SVK","DE","A","P1Y","2002",1760
"SVK","DE","A","P1Y","2003",1731
"SVK","DE","A","P1Y","2004",1728
"SVK","DE","A","P1Y","2005",1756
"SVK","DE","A","P1Y","2006",1774
"SVK","DE","A","P1Y","2007",1774
"SVK","DE","A","P1Y","2008",1774
"SVK","DE","A","P1Y","2009",1727
"SVK","DE","A","P1Y","2010",1729
"SVK","DE","A","P1Y","2011",1734
"SVK","DE","A","P1Y","2012",1742
"SVK","DE","A","P1Y","2013",1736
"SVK","DE","A","P1Y","2014",1729
"SVK","DE","A","P1Y","2015",1704
"SVK","TE","A","P1Y","1995",1853
"SVK","TE","A","P1Y","1996",1820
"SVK","TE","A","P1Y","1997",1830
"SVK","TE","A","P1Y","1998",1822
"SVK","TE","A","P1Y","1999",1816
"SVK","TE","A","P1Y","2000",1816
"SVK","TE","A","P1Y","2001",1801
"SVK","TE","A","P1Y","2002",1754
"SVK","TE","A","P1Y","2003",1698
"SVK","TE","A","P1Y","2004",1742
"SVK","TE","A","P1Y","2005",1769
"SVK","TE","A","P1Y","2006",1774
"SVK","TE","A","P1Y","2007",1791
"SVK","TE","A","P1Y","2008",1793
"SVK","TE","A","P1Y","2009",1780
"SVK","TE","A","P1Y","2010",1805
"SVK","TE","A","P1Y","2011",1793
"SVK","TE","A","P1Y","2012",1789
"SVK","TE","A","P1Y","2013",1772
"SVK","TE","A","P1Y","2014",1760
"SVK","TE","A","P1Y","2015",1754
"ESP","DE","A","P1Y","1977",1948.4
"ESP","DE","A","P1Y","1978",1918
"ESP","DE","A","P1Y","1979",1863.5
"ESP","DE","A","P1Y","1980",1845.3
"ESP","DE","A","P1Y","1981",1818
"ESP","DE","A","P1Y","1982",1798.8
"ESP","DE","A","P1Y","1983",1768.5
"ESP","DE","A","P1Y","1984",1723
"ESP","DE","A","P1Y","1985",1717.9
"ESP","DE","A","P1Y","1986",1711.9
"ESP","DE","A","P1Y","1987",1706.8
"ESP","DE","A","P1Y","1988",1704.8
"ESP","DE","A","P1Y","1989",1697.7
"ESP","DE","A","P1Y","1990",1695.7
"ESP","DE","A","P1Y","1991",1702.8
"ESP","DE","A","P1Y","1992",1695.7
"ESP","DE","A","P1Y","1993",1683.6
"ESP","DE","A","P1Y","1994",1682.6
"ESP","DE","A","P1Y","1995",1685.6
"ESP","DE","A","P1Y","1996",1692.7
"ESP","DE","A","P1Y","1997",1696.7
"ESP","DE","A","P1Y","1998",1699.8
"ESP","DE","A","P1Y","1999",1703.8
"ESP","DE","A","P1Y","2000",1704.8
"ESP","DE","A","P1Y","2001",1716.3
"ESP","DE","A","P1Y","2002",1722.8
"ESP","DE","A","P1Y","2003",1714.2
"ESP","DE","A","P1Y","2004",1700.3
"ESP","DE","A","P1Y","2005",1685.8
"ESP","DE","A","P1Y","2006",1675
"ESP","DE","A","P1Y","2007",1662.1
"ESP","DE","A","P1Y","2008",1668.3
"ESP","DE","A","P1Y","2009",1675.9
"ESP","DE","A","P1Y","2010",1666.9
"ESP","DE","A","P1Y","2011",1670.1
"ESP","DE","A","P1Y","2012",1653.3
"ESP","DE","A","P1Y","2013",1644.7
"ESP","DE","A","P1Y","2014",1647.8
"ESP","DE","A","P1Y","2015",1642.7
"ESP","TE","A","P1Y","1977",2036.3
"ESP","TE","A","P1Y","1978",2004.9
"ESP","TE","A","P1Y","1979",1954.3
"ESP","TE","A","P1Y","1980",1936
"ESP","TE","A","P1Y","1981",1901.64
"ESP","TE","A","P1Y","1982",1880.3
"ESP","TE","A","P1Y","1983",1847.9
"ESP","TE","A","P1Y","1984",1803.4
"ESP","TE","A","P1Y","1985",1793.3
"ESP","TE","A","P1Y","1986",1785.2
"ESP","TE","A","P1Y","1987",1777.1
"ESP","TE","A","P1Y","1988",1773
"ESP","TE","A","P1Y","1989",1760.9
"ESP","TE","A","P1Y","1990",1762.9
"ESP","TE","A","P1Y","1991",1772
"ESP","TE","A","P1Y","1992",1763.9
"ESP","TE","A","P1Y","1993",1755.8
"ESP","TE","A","P1Y","1994",1754.8
"ESP","TE","A","P1Y","1995",1754.8
"ESP","TE","A","P1Y","1996",1749.7
"ESP","TE","A","P1Y","1997",1749.7
"ESP","TE","A","P1Y","1998",1753.8
"ESP","TE","A","P1Y","1999",1753.8
"ESP","TE","A","P1Y","2000",1752.8
"ESP","TE","A","P1Y","2001",1762.5
"ESP","TE","A","P1Y","2002",1764.6
"ESP","TE","A","P1Y","2003",1755.9
"ESP","TE","A","P1Y","2004",1741.5
"ESP","TE","A","P1Y","2005",1725.6
"ESP","TE","A","P1Y","2006",1715.7
"ESP","TE","A","P1Y","2007",1703.5
"ESP","TE","A","P1Y","2008",1712.6
"ESP","TE","A","P1Y","2009",1719.7
"ESP","TE","A","P1Y","2010",1710.4
"ESP","TE","A","P1Y","2011",1715.5
"ESP","TE","A","P1Y","2012",1699.9
"ESP","TE","A","P1Y","2013",1695.6
"ESP","TE","A","P1Y","2014",1698
"ESP","TE","A","P1Y","2015",1691.3
"SWE","TE","A","P1Y","1950",2016
"SWE","TE","A","P1Y","1951",2007
"SWE","TE","A","P1Y","1952",2007
"SWE","TE","A","P1Y","1953",1987
"SWE","TE","A","P1Y","1954",1998
"SWE","TE","A","P1Y","1955",1987
"SWE","TE","A","P1Y","1956",1962
"SWE","TE","A","P1Y","1957",1962
"SWE","TE","A","P1Y","1958",1930
"SWE","TE","A","P1Y","1959",1904
"SWE","TE","A","P1Y","1960",1899
"SWE","TE","A","P1Y","1961",1901
"SWE","TE","A","P1Y","1962",1889
"SWE","TE","A","P1Y","1963",1883
"SWE","TE","A","P1Y","1964",1852
"SWE","TE","A","P1Y","1965",1841
"SWE","TE","A","P1Y","1966",1827
"SWE","TE","A","P1Y","1967",1796
"SWE","TE","A","P1Y","1968",1753
"SWE","TE","A","P1Y","1969",1730
"SWE","TE","A","P1Y","1970",1730
"SWE","TE","A","P1Y","1971",1698
"SWE","TE","A","P1Y","1972",1658
"SWE","TE","A","P1Y","1973",1642
"SWE","TE","A","P1Y","1974",1623
"SWE","TE","A","P1Y","1975",1599
"SWE","TE","A","P1Y","1976",1608
"SWE","TE","A","P1Y","1977",1581
"SWE","TE","A","P1Y","1978",1541
"SWE","TE","A","P1Y","1979",1530
"SWE","TE","A","P1Y","1980",1531
"SWE","TE","A","P1Y","1981",1522
"SWE","TE","A","P1Y","1982",1537
"SWE","TE","A","P1Y","1983",1546
"SWE","TE","A","P1Y","1984",1548
"SWE","TE","A","P1Y","1985",1552
"SWE","TE","A","P1Y","1986",1550
"SWE","TE","A","P1Y","1987",1561
"SWE","TE","A","P1Y","1988",1580
"SWE","TE","A","P1Y","1989",1579
"SWE","TE","A","P1Y","1990",1575
"SWE","TE","A","P1Y","1991",1562
"SWE","TE","A","P1Y","1992",1580
"SWE","TE","A","P1Y","1993",1597
"SWE","TE","A","P1Y","1994",1635
"SWE","TE","A","P1Y","1995",1640
"SWE","TE","A","P1Y","1996",1653
"SWE","TE","A","P1Y","1997",1658
"SWE","TE","A","P1Y","1998",1656
"SWE","TE","A","P1Y","1999",1665
"SWE","TE","A","P1Y","2000",1642
"SWE","TE","A","P1Y","2001",1618
"SWE","TE","A","P1Y","2002",1595
"SWE","TE","A","P1Y","2003",1582
"SWE","TE","A","P1Y","2004",1605
"SWE","TE","A","P1Y","2005",1605
"SWE","TE","A","P1Y","2006",1599
"SWE","TE","A","P1Y","2007",1612
"SWE","TE","A","P1Y","2008",1617
"SWE","TE","A","P1Y","2009",1609
"SWE","TE","A","P1Y","2010",1635
"SWE","TE","A","P1Y","2011",1632
"SWE","TE","A","P1Y","2012",1618
"SWE","TE","A","P1Y","2013",1609
"SWE","TE","A","P1Y","2014",1611
"SWE","TE","A","P1Y","2015",1612
"CHE","TE","A","P1Y","1991",1673.1
"CHE","TE","A","P1Y","1992",1684.8
"CHE","TE","A","P1Y","1993",1685.8
"CHE","TE","A","P1Y","1994",1706.2
"CHE","TE","A","P1Y","1995",1685.5
"CHE","TE","A","P1Y","1996",1658.9
"CHE","TE","A","P1Y","1997",1648.6
"CHE","TE","A","P1Y","1998",1656.6
"CHE","TE","A","P1Y","1999",1678.4
"CHE","TE","A","P1Y","2000",1673.6
"CHE","TE","A","P1Y","2001",1635
"CHE","TE","A","P1Y","2002",1614
"CHE","TE","A","P1Y","2003",1626.8
"CHE","TE","A","P1Y","2004",1656.5
"CHE","TE","A","P1Y","2005",1651.7
"CHE","TE","A","P1Y","2006",1643.2
"CHE","TE","A","P1Y","2007",1632.7
"CHE","TE","A","P1Y","2008",1623.1
"CHE","TE","A","P1Y","2009",1614.9
"CHE","TE","A","P1Y","2010",1612.4
"CHE","TE","A","P1Y","2011",1605.4
"CHE","TE","A","P1Y","2012",1590.9
"CHE","TE","A","P1Y","2013",1572.9
"CHE","TE","A","P1Y","2014",1568.3
"CHE","TE","A","P1Y","2015",1589.7
"TUR","TE","A","P1Y","1970",2086
"TUR","TE","A","P1Y","1971",2077
"TUR","TE","A","P1Y","1972",2069
"TUR","TE","A","P1Y","1973",2060
"TUR","TE","A","P1Y","1974",2044
"TUR","TE","A","P1Y","1975",2028
"TUR","TE","A","P1Y","1976",2012
"TUR","TE","A","P1Y","1977",1996
"TUR","TE","A","P1Y","1978",1980
"TUR","TE","A","P1Y","1979",1964
"TUR","TE","A","P1Y","1980",1957
"TUR","TE","A","P1Y","1981",1950
"TUR","TE","A","P1Y","1982",1943
"TUR","TE","A","P1Y","1983",1935
"TUR","TE","A","P1Y","1984",1871
"TUR","TE","A","P1Y","1985",1898
"TUR","TE","A","P1Y","1986",1883
"TUR","TE","A","P1Y","1987",1844
"TUR","TE","A","P1Y","1988",1837
"TUR","TE","A","P1Y","1989",1867
"TUR","TE","A","P1Y","1990",1866
"TUR","TE","A","P1Y","1991",1870
"TUR","TE","A","P1Y","1992",1897
"TUR","TE","A","P1Y","1993",1917
"TUR","TE","A","P1Y","1994",1886
"TUR","TE","A","P1Y","1995",1876
"TUR","TE","A","P1Y","1996",1892
"TUR","TE","A","P1Y","1997",1878
"TUR","TE","A","P1Y","1998",1884
"TUR","TE","A","P1Y","1999",1925
"TUR","TE","A","P1Y","2000",1937
"TUR","TE","A","P1Y","2001",1942
"TUR","TE","A","P1Y","2002",1943
"TUR","TE","A","P1Y","2003",1943
"TUR","TE","A","P1Y","2004",1918
"TUR","TE","A","P1Y","2005",1936
"TUR","TE","A","P1Y","2006",1944
"TUR","TE","A","P1Y","2007",1911
"TUR","TE","A","P1Y","2008",1900
"TUR","TE","A","P1Y","2009",1881
"TUR","TE","A","P1Y","2010",1877
"TUR","TE","A","P1Y","2011",1864.22
"TUR","TE","A","P1Y","2012",1855.06
"TUR","TE","A","P1Y","2013",1832
"TUR","TE","A","P1Y","2014",1832
"GBR","DE","A","P1Y","1970",1866
"GBR","DE","A","P1Y","1971",1830
"GBR","DE","A","P1Y","1972",1797
"GBR","DE","A","P1Y","1973",1851
"GBR","DE","A","P1Y","1974",1813
"GBR","DE","A","P1Y","1975",1809
"GBR","DE","A","P1Y","1976",1793
"GBR","DE","A","P1Y","1977",1774
"GBR","DE","A","P1Y","1978",1754
"GBR","DE","A","P1Y","1979",1747
"GBR","DE","A","P1Y","1980",1703
"GBR","DE","A","P1Y","1981",1648
"GBR","DE","A","P1Y","1982",1662
"GBR","DE","A","P1Y","1983",1649
"GBR","DE","A","P1Y","1984",1664
"GBR","DE","A","P1Y","1985",1702
"GBR","DE","A","P1Y","1986",1702
"GBR","DE","A","P1Y","1987",1686
"GBR","DE","A","P1Y","1988",1730
"GBR","DE","A","P1Y","1989",1715
"GBR","DE","A","P1Y","1990",1700
"GBR","DE","A","P1Y","1991",1695
"GBR","DE","A","P1Y","1992",1681
"GBR","DE","A","P1Y","1993",1676
"GBR","DE","A","P1Y","1994",1690
"GBR","DE","A","P1Y","1995",1695
"GBR","DE","A","P1Y","1996",1696
"GBR","DE","A","P1Y","1997",1698
"GBR","DE","A","P1Y","1998",1700
"GBR","DE","A","P1Y","1999",1691
"GBR","DE","A","P1Y","2000",1680
"GBR","DE","A","P1Y","2001",1683
"GBR","DE","A","P1Y","2002",1668
"GBR","DE","A","P1Y","2003",1648
"GBR","DE","A","P1Y","2004",1642
"GBR","DE","A","P1Y","2005",1650
"GBR","DE","A","P1Y","2006",1644
"GBR","DE","A","P1Y","2007",1658
"GBR","DE","A","P1Y","2008",1642
"GBR","DE","A","P1Y","2009",1638
"GBR","DE","A","P1Y","2010",1632
"GBR","DE","A","P1Y","2011",1621
"GBR","DE","A","P1Y","2012",1638
"GBR","DE","A","P1Y","2013",1656
"GBR","DE","A","P1Y","2014",1667
"GBR","DE","A","P1Y","2015",1663
"GBR","TE","A","P1Y","1970",1937
"GBR","TE","A","P1Y","1971",1899
"GBR","TE","A","P1Y","1972",1865
"GBR","TE","A","P1Y","1973",1921
"GBR","TE","A","P1Y","1974",1882
"GBR","TE","A","P1Y","1975",1877
"GBR","TE","A","P1Y","1976",1860
"GBR","TE","A","P1Y","1977",1841
"GBR","TE","A","P1Y","1978",1821
"GBR","TE","A","P1Y","1979",1813
"GBR","TE","A","P1Y","1980",1767
"GBR","TE","A","P1Y","1981",1710
"GBR","TE","A","P1Y","1982",1725
"GBR","TE","A","P1Y","1983",1711
"GBR","TE","A","P1Y","1984",1727
"GBR","TE","A","P1Y","1985",1760
"GBR","TE","A","P1Y","1986",1763
"GBR","TE","A","P1Y","1987",1752
"GBR","TE","A","P1Y","1988",1792
"GBR","TE","A","P1Y","1989",1780
"GBR","TE","A","P1Y","1990",1765
"GBR","TE","A","P1Y","1991",1762
"GBR","TE","A","P1Y","1992",1727
"GBR","TE","A","P1Y","1993",1721
"GBR","TE","A","P1Y","1994",1731
"GBR","TE","A","P1Y","1995",1731
"GBR","TE","A","P1Y","1996",1731
"GBR","TE","A","P1Y","1997",1731
"GBR","TE","A","P1Y","1998",1726
"GBR","TE","A","P1Y","1999",1716
"GBR","TE","A","P1Y","2000",1700
"GBR","TE","A","P1Y","2001",1705
"GBR","TE","A","P1Y","2002",1684
"GBR","TE","A","P1Y","2003",1674
"GBR","TE","A","P1Y","2004",1674
"GBR","TE","A","P1Y","2005",1673
"GBR","TE","A","P1Y","2006",1669
"GBR","TE","A","P1Y","2007",1677
"GBR","TE","A","P1Y","2008",1659
"GBR","TE","A","P1Y","2009",1651
"GBR","TE","A","P1Y","2010",1650
"GBR","TE","A","P1Y","2011",1634
"GBR","TE","A","P1Y","2012",1654
"GBR","TE","A","P1Y","2013",1666
"GBR","TE","A","P1Y","2014",1677
"GBR","TE","A","P1Y","2015",1674
"FTFR","DE","A","P1Y","1960",2076
"FTFR","DE","A","P1Y","1961",2044
"FTFR","DE","A","P1Y","1962",2003
"FTFR","DE","A","P1Y","1963",1971
"FTFR","DE","A","P1Y","1964",1984
"FTFR","DE","A","P1Y","1965",1969
"FTFR","DE","A","P1Y","1966",1946
"FTFR","DE","A","P1Y","1967",1907
"FTFR","DE","A","P1Y","1968",1907
"FTFR","DE","A","P1Y","1969",1893
"FTFR","DE","A","P1Y","1970",1876
"FTFR","DE","A","P1Y","1971",1845
"FTFR","DE","A","P1Y","1972",1824
"FTFR","DE","A","P1Y","1973",1800
"FTFR","DE","A","P1Y","1974",1759
"FTFR","DE","A","P1Y","1975",1717
"FTFR","DE","A","P1Y","1976",1736
"FTFR","DE","A","P1Y","1977",1719
"FTFR","DE","A","P1Y","1978",1701
"FTFR","DE","A","P1Y","1979",1689
"FTFR","DE","A","P1Y","1980",1671
"FTFR","DE","A","P1Y","1981",1647
"FTFR","DE","A","P1Y","1982",1635
"FTFR","DE","A","P1Y","1983",1621
"FTFR","DE","A","P1Y","1984",1607
"FTFR","DE","A","P1Y","1985",1581
"FTFR","DE","A","P1Y","1986",1563
"FTFR","DE","A","P1Y","1987",1543
"FTFR","DE","A","P1Y","1988",1537
"FTFR","DE","A","P1Y","1989",1513
"FTFR","DE","A","P1Y","1990",1490
"FTFR","DE","A","P1Y","1991",1460
"FTFR","DE","A","P1Y","1992",1447
"FTFR","DE","A","P1Y","1993",1420
"FTFR","DE","A","P1Y","1994",1419
"FTFR","DE","A","P1Y","1995",1403
"FTFR","DE","A","P1Y","1996",1387
"FTFR","DE","A","P1Y","1997",1380
"FTFR","DE","A","P1Y","1998",1375
"FTFR","DE","A","P1Y","1999",1366
"FTFR","DE","A","P1Y","2000",1349
"FTFR","DE","A","P1Y","2001",1337
"FTFR","DE","A","P1Y","2002",1331
"FTFR","DE","A","P1Y","2003",1326
"FTFR","DE","A","P1Y","2004",1326
"FTFR","DE","A","P1Y","2005",1321
"FTFR","DE","A","P1Y","2006",1319
"FTFR","DE","A","P1Y","2007",1321
"FTFR","DE","A","P1Y","2008",1323
"FTFR","DE","A","P1Y","2009",1278
"FTFR","DE","A","P1Y","2010",1307
"FTFR","DE","A","P1Y","2011",1315
"FTFR","TE","A","P1Y","1976",1819
"FTFR","TE","A","P1Y","1977",1801
"FTFR","TE","A","P1Y","1978",1782
"FTFR","TE","A","P1Y","1979",1770
"FTFR","TE","A","P1Y","1980",1751
"FTFR","TE","A","P1Y","1981",1729
"FTFR","TE","A","P1Y","1982",1718
"FTFR","TE","A","P1Y","1983",1705
"FTFR","TE","A","P1Y","1984",1694
"FTFR","TE","A","P1Y","1985",1671
"FTFR","TE","A","P1Y","1986",1652
"FTFR","TE","A","P1Y","1987",1629
"FTFR","TE","A","P1Y","1988",1624
"FTFR","TE","A","P1Y","1989",1601
"FTFR","TE","A","P1Y","1990",1578
"FTFR","TE","A","P1Y","1991",1549
"FTFR","TE","A","P1Y","1992",1537
"FTFR","TE","A","P1Y","1993",1515
"FTFR","TE","A","P1Y","1994",1516
"FTFR","TE","A","P1Y","1995",1503
"FTFR","TE","A","P1Y","1996",1487
"FTFR","TE","A","P1Y","1997",1482
"FTFR","TE","A","P1Y","1998",1478
"FTFR","TE","A","P1Y","1999",1470
"FTFR","TE","A","P1Y","2000",1450
"FTFR","TE","A","P1Y","2001",1434
"FTFR","TE","A","P1Y","2002",1424
"FTFR","TE","A","P1Y","2003",1419
"FTFR","TE","A","P1Y","2004",1419
"FTFR","TE","A","P1Y","2005",1413
"FTFR","TE","A","P1Y","2006",1406
"FTFR","TE","A","P1Y","2007",1405
"FTFR","TE","A","P1Y","2008",1407
"FTFR","TE","A","P1Y","2009",1366
"FTFR","TE","A","P1Y","2010",1393
"FTFR","TE","A","P1Y","2011",1399
"USA","DE","A","P1Y","1950",1957
"USA","DE","A","P1Y","1951",1971
"USA","DE","A","P1Y","1952",1975
"USA","DE","A","P1Y","1953",1974
"USA","DE","A","P1Y","1954",1963
"USA","DE","A","P1Y","1955",1987
"USA","DE","A","P1Y","1956",1983
"USA","DE","A","P1Y","1957",1956
"USA","DE","A","P1Y","1958",1930
"USA","DE","A","P1Y","1959",1941
"USA","DE","A","P1Y","1960",1935
"USA","DE","A","P1Y","1961",1926
"USA","DE","A","P1Y","1962",1944
"USA","DE","A","P1Y","1963",1960
"USA","DE","A","P1Y","1964",1964
"USA","DE","A","P1Y","1965",1972
"USA","DE","A","P1Y","1966",1961
"USA","DE","A","P1Y","1967",1938
"USA","DE","A","P1Y","1968",1924
"USA","DE","A","P1Y","1969",1923
"USA","DE","A","P1Y","1970",1895
"USA","DE","A","P1Y","1971",1883
"USA","DE","A","P1Y","1972",1884
"USA","DE","A","P1Y","1973",1886
"USA","DE","A","P1Y","1974",1856
"USA","DE","A","P1Y","1975",1837
"USA","DE","A","P1Y","1976",1838
"USA","DE","A","P1Y","1977",1842
"USA","DE","A","P1Y","1978",1836
"USA","DE","A","P1Y","1979",1828
"USA","DE","A","P1Y","1980",1815
"USA","DE","A","P1Y","1981",1806
"USA","DE","A","P1Y","1982",1808
"USA","DE","A","P1Y","1983",1827
"USA","DE","A","P1Y","1984",1843
"USA","DE","A","P1Y","1985",1837
"USA","DE","A","P1Y","1986",1826
"USA","DE","A","P1Y","1987",1831
"USA","DE","A","P1Y","1988",1835
"USA","DE","A","P1Y","1989",1850
"USA","DE","A","P1Y","1990",1833
"USA","DE","A","P1Y","1991",1822
"USA","DE","A","P1Y","1992",1824
"USA","DE","A","P1Y","1993",1832
"USA","DE","A","P1Y","1994",1839
"USA","DE","A","P1Y","1995",1849
"USA","DE","A","P1Y","1996",1838
"USA","DE","A","P1Y","1997",1850
"USA","DE","A","P1Y","1998",1850
"USA","DE","A","P1Y","1999",1847
"USA","DE","A","P1Y","2000",1836
"USA","DE","A","P1Y","2001",1814
"USA","DE","A","P1Y","2002",1810
"USA","DE","A","P1Y","2003",1800
"USA","DE","A","P1Y","2004",1804
"USA","DE","A","P1Y","2005",1800
"USA","DE","A","P1Y","2006",1801
"USA","DE","A","P1Y","2007",1799
"USA","DE","A","P1Y","2008",1797
"USA","DE","A","P1Y","2009",1775
"USA","DE","A","P1Y","2010",1786
"USA","DE","A","P1Y","2011",1796
"USA","DE","A","P1Y","2012",1796
"USA","DE","A","P1Y","2013",1794
"USA","DE","A","P1Y","2014",1796
"USA","DE","A","P1Y","2015",1795
"USA","TE","A","P1Y","1950",1963
"USA","TE","A","P1Y","1951",1980
"USA","TE","A","P1Y","1952",1981
"USA","TE","A","P1Y","1953",1986
"USA","TE","A","P1Y","1954",1978
"USA","TE","A","P1Y","1955",1998
"USA","TE","A","P1Y","1956",1997
"USA","TE","A","P1Y","1957",1968
"USA","TE","A","P1Y","1958",1943
"USA","TE","A","P1Y","1959",1953
"USA","TE","A","P1Y","1960",1948
"USA","TE","A","P1Y","1961",1937
"USA","TE","A","P1Y","1962",1955
"USA","TE","A","P1Y","1963",1968
"USA","TE","A","P1Y","1964",1970
"USA","TE","A","P1Y","1965",1979
"USA","TE","A","P1Y","1966",1969
"USA","TE","A","P1Y","1967",1945
"USA","TE","A","P1Y","1968",1935
"USA","TE","A","P1Y","1969",1932
"USA","TE","A","P1Y","1970",1902
"USA","TE","A","P1Y","1971",1890
"USA","TE","A","P1Y","1972",1887
"USA","TE","A","P1Y","1973",1888
"USA","TE","A","P1Y","1974",1857
"USA","TE","A","P1Y","1975",1837
"USA","TE","A","P1Y","1976",1838
"USA","TE","A","P1Y","1977",1842
"USA","TE","A","P1Y","1978",1835
"USA","TE","A","P1Y","1979",1829
"USA","TE","A","P1Y","1980",1813
"USA","TE","A","P1Y","1981",1804
"USA","TE","A","P1Y","1982",1801
"USA","TE","A","P1Y","1983",1820
"USA","TE","A","P1Y","1984",1838
"USA","TE","A","P1Y","1985",1836
"USA","TE","A","P1Y","1986",1828
"USA","TE","A","P1Y","1987",1833
"USA","TE","A","P1Y","1988",1837
"USA","TE","A","P1Y","1989",1849
"USA","TE","A","P1Y","1990",1831
"USA","TE","A","P1Y","1991",1818
"USA","TE","A","P1Y","1992",1820
"USA","TE","A","P1Y","1993",1829
"USA","TE","A","P1Y","1994",1837
"USA","TE","A","P1Y","1995",1844
"USA","TE","A","P1Y","1996",1835
"USA","TE","A","P1Y","1997",1846
"USA","TE","A","P1Y","1998",1846
"USA","TE","A","P1Y","1999",1847
"USA","TE","A","P1Y","2000",1836
"USA","TE","A","P1Y","2001",1814
"USA","TE","A","P1Y","2002",1810
"USA","TE","A","P1Y","2003",1800
"USA","TE","A","P1Y","2004",1802
"USA","TE","A","P1Y","2005",1799
"USA","TE","A","P1Y","2006",1800
"USA","TE","A","P1Y","2007",1798
"USA","TE","A","P1Y","2008",1792
"USA","TE","A","P1Y","2009",1767
"USA","TE","A","P1Y","2010",1778
"USA","TE","A","P1Y","2011",1786
"USA","TE","A","P1Y","2012",1789
"USA","TE","A","P1Y","2013",1787
"USA","TE","A","P1Y","2014",1789
"USA","TE","A","P1Y","2015",1790
"OECD","TE","A","P1Y","1970",1982.49792480469
"OECD","TE","A","P1Y","1971",1975.72875976562
"OECD","TE","A","P1Y","1972",1967.28002929688
"OECD","TE","A","P1Y","1973",1966.0947265625
"OECD","TE","A","P1Y","1974",1944.853515625
"OECD","TE","A","P1Y","1975",1934.05017089844
"OECD","TE","A","P1Y","1976",1937.33557128906
"OECD","TE","A","P1Y","1977",1933.27319335938
"OECD","TE","A","P1Y","1978",1925.74401855469
"OECD","TE","A","P1Y","1979",1920.96667480469
"OECD","TE","A","P1Y","1980",1911.75415039062
"OECD","TE","A","P1Y","1981",1902.36120605469
"OECD","TE","A","P1Y","1982",1898.75390625
"OECD","TE","A","P1Y","1983",1900.15283203125
"OECD","TE","A","P1Y","1984",1903.97155761719
"OECD","TE","A","P1Y","1985",1900.49572753906
"OECD","TE","A","P1Y","1986",1899.44384765625
"OECD","TE","A","P1Y","1987",1899.52954101562
"OECD","TE","A","P1Y","1988",1901.31896972656
"OECD","TE","A","P1Y","1989",1896.60522460938
"OECD","TE","A","P1Y","1990",1882.68481445312
"OECD","TE","A","P1Y","1991",1873.263671875
"OECD","TE","A","P1Y","1992",1868.70434570312
"OECD","TE","A","P1Y","1993",1861.53308105469
"OECD","TE","A","P1Y","1994",1866.41528320312
"OECD","TE","A","P1Y","1995",1865.83203125
"OECD","TE","A","P1Y","1996",1865.99816894531
"OECD","TE","A","P1Y","1997",1863.10888671875
"OECD","TE","A","P1Y","1998",1851.48583984375
"OECD","TE","A","P1Y","1999",1846.47509765625
"OECD","TE","A","P1Y","2000",1839.87976074219
"OECD","TE","A","P1Y","2001",1824.14611816406
"OECD","TE","A","P1Y","2002",1814.62927246094
"OECD","TE","A","P1Y","2003",1807.67248535156
"OECD","TE","A","P1Y","2004",1808.85974121094
"OECD","TE","A","P1Y","2005",1802.78173828125
