COUNTRY,Country,VAR,Variable,CUR,Currency,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
ISL,Iceland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,ISK,Iceland Krona,6,Millions,,,78873.7,,
ISL,Iceland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,ISK,Iceland Krona,6,Millions,,,92757.3,,
ISL,Iceland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,ISK,Iceland Krona,6,Millions,,,105454.6,,
ISL,Iceland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,ISK,Iceland Krona,6,Millions,,,110752.7,,
ISL,Iceland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,ISK,Iceland Krona,6,Millions,,,120711,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,ISK,Iceland Krona,6,Millions,,,91749,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,ISK,Iceland Krona,6,Millions,,,66159.6,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,ISK,Iceland Krona,6,Millions,,,72749.6,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,ISK,Iceland Krona,6,Millions,,,85826.8,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,ISK,Iceland Krona,6,Millions,,,97640.6,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,ISK,Iceland Krona,6,Millions,,,103452.5,,
ISL,Iceland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,ISK,Iceland Krona,6,Millions,,,113594.1,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,ISK,Iceland Krona,6,Millions,,,379,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,ISK,Iceland Krona,6,Millions,,,6024.5,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,ISK,Iceland Krona,6,Millions,,,6124.1,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,ISK,Iceland Krona,6,Millions,,,6930.5,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,ISK,Iceland Krona,6,Millions,,,7814,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,ISK,Iceland Krona,6,Millions,,,7300.2,,
ISL,Iceland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,ISK,Iceland Krona,6,Millions,,,7116.9,,
IRL,Ireland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,6054,,
IRL,Ireland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,6225,,
IRL,Ireland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,6810,,
IRL,Ireland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,7078,,
IRL,Ireland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,7665,,
IRL,Ireland,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,8350,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,4287,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,3555,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,3106,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,3010,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,3022,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,3370,,
IRL,Ireland,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,3656,,
IRL,Ireland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,2499,,
IRL,Ireland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,3119,,
IRL,Ireland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,3800,,
IRL,Ireland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,4056,,
IRL,Ireland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,4295,,
IRL,Ireland,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,4694,,
IRL,Ireland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,5684,,
IRL,Ireland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,5439,,
IRL,Ireland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,4899,,
IRL,Ireland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,4690,,
IRL,Ireland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,4752,,
IRL,Ireland,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,4646,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,7046,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,5602,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,5358,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,4817,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,4609,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,4669,,
IRL,Ireland,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,4561,,
IRL,Ireland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,82,,
IRL,Ireland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,81,,
IRL,Ireland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,82,,
IRL,Ireland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,81,,
IRL,Ireland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,83,,
IRL,Ireland,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,85,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,32818.61,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,29973.48,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,30485.16,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,32410.65,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,33677.71,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,34839,,
ITA,Italy,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,35963,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,31089.61,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,28856.48,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,29257.16,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,30890.65,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,32055.71,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,33063,,
ITA,Italy,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,34240,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,1729,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,1117,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,1228,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,1520,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,1622,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,1776,,
ITA,Italy,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,1723,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,25587.66,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,24642,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,25071.98,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,25600.88,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,25624.17,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,25251,,
ITA,Italy,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,26781,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,20921.66,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,20015,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,20415.98,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,20582.88,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,20511.17,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,20309,,
ITA,Italy,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,21713,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,4666,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,4627,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,4656,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,5018,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,5113,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,4942,,
ITA,Italy,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,5068,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,1425393.95,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,1170207.908,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,1346086.293,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,997593.92,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,1291987.456,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,1649824.862,,
JPN,Japan,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,JPY,Yen,6,Millions,,,2206700,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,1118613.537,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,964149.722,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,1158643.314,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,875239.807,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,1163091.644,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,1476616.216,,
JPN,Japan,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,JPY,Yen,6,Millions,,,1997400,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,306780.413,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,206058.186,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,187442.979,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,122354.113,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,128895.812,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,173208.646,,
JPN,Japan,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,JPY,Yen,6,Millions,,,209300,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,4027390.057,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,3248741.613,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,3439316.493,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,3167255.392,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,3266108.234,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,3145218.99,,
JPN,Japan,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,JPY,Yen,6,Millions,,,3023700,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,2881760.885,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,2352749.414,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,2446176.873,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,2171572.91,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,2224813.22,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,2131104.519,,
JPN,Japan,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,JPY,Yen,6,Millions,,,2041800,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,1145629.172,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,895992.199,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,993139.62,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,995682.482,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,1041295.014,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,1014114.471,,
JPN,Japan,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,JPY,Yen,6,Millions,,,981900,,
JPN,Japan,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,JPY,Yen,6,Millions,,,18966304.7,,
JPN,Japan,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,JPY,Yen,6,Millions,,,17338925.34,,
JPN,Japan,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,JPY,Yen,6,Millions,,,15751226.29,,
JPN,Japan,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,JPY,Yen,6,Millions,,,15111751.12,,
JPN,Japan,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,JPY,Yen,6,Millions,,,15330159.86,,
JPN,Japan,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,JPY,Yen,6,Millions,,,15750602.82,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,13401,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,13252.4,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,14329.2,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,17289.1,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,18778.6,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,19539.7,,
KOR,Korea,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,22923.3,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,9696.1,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,9767.2,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,10290.5,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,12347.2,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,13356.7,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,14524.8,,
KOR,Korea,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,18062.1,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,3704.9,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,3485.2,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,4038.7,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,4941.9,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,5421.9,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,5014.9,,
KOR,Korea,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,4861.2,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,16962.5,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,12355.2,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,16299.2,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,17805.8,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,18783.8,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,20151.5,,
KOR,Korea,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,22204.6,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,14571.7,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,11035.7,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,14277.7,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,15530.8,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,16494.5,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,17340.7,,
KOR,Korea,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,19763.1,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2390.8,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1319.5,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,2021.5,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,2275,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,2289.3,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,2810.8,,
KOR,Korea,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,2441.5,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,3357.675,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,3272.09,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,3411.896,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,3854.33,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,3996.346,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,4098.247,,
LUX,Luxembourg,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,4520.428,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,3052.417,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,2993.85,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,3129.371,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,3496.964,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,EUR,Euro,6,Millions,,,3612.363,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,EUR,Euro,6,Millions,,,3651.09,,
LUX,Luxembourg,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,EUR,Euro,6,Millions,,,4035.205,,
LUX,Luxembourg,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,EUR,Euro,6,Millions,,,305.258,,
LUX,Luxembourg,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,EUR,Euro,6,Millions,,,278.24,,
LUX,Luxembourg,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,EUR,Euro,6,Millions,,,282.525,,
LUX,Luxembourg,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,EUR,Euro,6,Millions,,,357.366,,
