COUNTRY,Country,VAR,Variable,CUR,Currency,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
GBR,United Kingdom,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,GBP,Pound Sterling,6,Millions,,,38428,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,GBP,Pound Sterling,6,Millions,,,6829,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,GBP,Pound Sterling,6,Millions,,,6418,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,GBP,Pound Sterling,6,Millions,,,7109,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,GBP,Pound Sterling,6,Millions,,,8437,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,GBP,Pound Sterling,6,Millions,,,9087,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,GBP,Pound Sterling,6,Millions,,,9593,,
GBR,United Kingdom,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,GBP,Pound Sterling,6,Millions,,,10017,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,GBP,Pound Sterling,6,Millions,,,20168,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,GBP,Pound Sterling,6,Millions,,,20971,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,GBP,Pound Sterling,6,Millions,,,19797,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,GBP,Pound Sterling,6,Millions,,,22666,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,GBP,Pound Sterling,6,Millions,,,23976,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,GBP,Pound Sterling,6,Millions,,,23294,,
GBR,United Kingdom,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2014,2014,GBP,Pound Sterling,6,Millions,,,22692,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,164718,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,146005,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,167997,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,187630,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,200996,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,214543,,
USA,United States,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,220757,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,133761,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,119902,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,137010,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,150867,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,161632,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,172901,,
USA,United States,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,177241,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,30957,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,26103,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,30987,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,36763,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,39364,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,41642,,
USA,United States,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,43516,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,119837,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,102953,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,110049,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,116447,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,129903,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,136136,,
USA,United States,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,145677,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,92545,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,81421,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,86623,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,89700,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,100338,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,104107,,
USA,United States,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,110787,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,27292,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,21532,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,23426,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,26747,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,29565,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,32029,,
USA,United States,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,34890,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,6109.376,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,5634.803,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,5962.372,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,6829.933,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,6890.225,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,7020.403,,
BRA,Brazil,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,7404.356,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,5785.031,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,5304.561,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,5701.512,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,6554.933,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,6644.864,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,6710.713,,
BRA,Brazil,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,6842.633,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,324.345,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,330.243,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,260.86,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,275,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,245.361,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,309.69,,
BRA,Brazil,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,561.723,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,13269.633,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,12896.757,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,19337.778,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,25070.685,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,26201.477,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,29599.996,,
BRA,Brazil,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,29998.248,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,10962.358,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,10898.164,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,16419.588,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,21264.393,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,22232.854,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,25341.782,,
BRA,Brazil,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,25566.789,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2307.275,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1998.592,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,2918.19,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,3806.292,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,3968.623,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,4258.214,,
BRA,Brazil,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,4431.459,,
BGR,Bulgaria,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,4852.112,,
BGR,Bulgaria,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,4272.243,,
BGR,Bulgaria,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,4035.621,,
BGR,Bulgaria,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,4554.384,,
BGR,Bulgaria,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,4201.747,,
BGR,Bulgaria,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,4631.411,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,4306.075,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,3775.69,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,3571.227,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,4021.291,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,3688.627,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,4050.822,,
BGR,Bulgaria,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,3966.66,,
BGR,Bulgaria,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,546.037,,
BGR,Bulgaria,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,496.553,,
BGR,Bulgaria,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,464.394,,
BGR,Bulgaria,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,533.093,,
BGR,Bulgaria,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,513.12,,
BGR,Bulgaria,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,580.589,,
BGR,Bulgaria,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2601.864,,
BGR,Bulgaria,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1955.487,,
BGR,Bulgaria,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1381.491,,
BGR,Bulgaria,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1497.934,,
BGR,Bulgaria,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1475.074,,
BGR,Bulgaria,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1755.398,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2310.864,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1755.107,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1231.585,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1338.592,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1301.206,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1525.179,,
BGR,Bulgaria,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,1202.21,,
BGR,Bulgaria,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,291,,
BGR,Bulgaria,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,200.38,,
BGR,Bulgaria,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,149.906,,
BGR,Bulgaria,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,159.343,,
BGR,Bulgaria,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,173.868,,
BGR,Bulgaria,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,230.219,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2008,2008,BGN,Bulgarian Lev,6,Millions,,,3156.418,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2009,2009,BGN,Bulgarian Lev,6,Millions,,,2554.187,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2010,2010,BGN,Bulgarian Lev,6,Millions,,,1926.253,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,BGN,Bulgarian Lev,6,Millions,,,2144.056,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,BGN,Bulgarian Lev,6,Millions,,,723.952,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,BGN,Bulgarian Lev,6,Millions,,,799.478,,
BGR,Bulgaria,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2014,2014,BGN,Bulgarian Lev,6,Millions,,,843.024,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2536.617,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,2350.052,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,2421.892,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,2751.37,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,3114.427,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,3143.824,,
CHL,Chile,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,3133.914,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1673.759,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1603.755,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1644.833,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1889.345,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,2150.493,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,2180.541,,
CHL,Chile,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,2252.189,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,862.858,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,746.297,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,777.059,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,862.025,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,963.934,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,963.283,,
CHL,Chile,EXPORT_TRANSPORT,International passenger transport receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,881.725,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1789.021,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1504.575,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1807.626,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,2047.159,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,2399.775,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,2435.174,,
CHL,Chile,IMPORT_TOTAL,Total international expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,2775.492,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,1397.212,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,1167.191,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,1382.919,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,1624.363,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,1832.539,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,1867.346,,
CHL,Chile,IMPORT_TRAVEL,International travel expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,2135.537,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,391.809,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,337.384,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,424.707,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,422.796,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,567.236,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,567.828,,
CHL,Chile,IMPORT_TRANSPORT,International passenger transport expenditure,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,639.955,,
CHL,Chile,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2011,2011,COP,Colombian Peso,6,Millions,,,3844,,
CHL,Chile,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2012,2012,COP,Colombian Peso,6,Millions,,,4250,,
CHL,Chile,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2013,2013,COP,Colombian Peso,6,Millions,,,4470,E,Estimated value
CHL,Chile,DOM_TRVL_RECEIPTS,Domestic travel receipts,NAT,National currency,2014,2014,COP,Colombian Peso,6,Millions,,,4750,E,Estimated value
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2935.909,,
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,3049.696,,
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,3440.219,,
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,3801.37,,
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,4363.55,,
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,4758.317,,
COL,Colombia,EXPORT_TOTAL,Total international receipts,NAT,National currency,2014,2014,USD,US Dollar,6,Millions,,,4887.16,,
COL,Colombia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2008,2008,USD,US Dollar,6,Millions,,,2341.989,,
COL,Colombia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2009,2009,USD,US Dollar,6,Millions,,,2440.028,,
COL,Colombia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2010,2010,USD,US Dollar,6,Millions,,,2796.584,,
COL,Colombia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2011,2011,USD,US Dollar,6,Millions,,,3009.938,,
COL,Colombia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2012,2012,USD,US Dollar,6,Millions,,,3460.265,,
COL,Colombia,EXPORT_TRAVEL,International travel receipts,NAT,National currency,2013,2013,USD,US Dollar,6,Millions,,,3610.707,,
