COUNTRY,Country,VARIABLE,Variable,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
SVK,Slovak Republic,HUN,Hungary,2008,2008,NBR,Number,0,Units,,,90000,,
SVK,Slovak Republic,HUN,Hungary,2009,2009,NBR,Number,0,Units,,,56000,,
SVK,Slovak Republic,HUN,Hungary,2010,2010,NBR,Number,0,Units,,,51000,,
SVK,Slovak Republic,HUN,Hungary,2011,2011,NBR,Number,0,Units,,,59000,,
SVK,Slovak Republic,HUN,Hungary,2012,2012,NBR,Number,0,Units,,,60000,,
SVK,Slovak Republic,HUN,Hungary,2013,2013,NBR,Number,0,Units,,,68832,,
SVK,Slovak Republic,HUN,Hungary,2014,2014,NBR,Number,0,Units,,,58050,,
SVK,Slovak Republic,POL,Poland,2008,2008,NBR,Number,0,Units,,,308000,,
SVK,Slovak Republic,POL,Poland,2009,2009,NBR,Number,0,Units,,,165000,,
SVK,Slovak Republic,POL,Poland,2010,2010,NBR,Number,0,Units,,,162000,,
SVK,Slovak Republic,POL,Poland,2011,2011,NBR,Number,0,Units,,,172000,,
SVK,Slovak Republic,POL,Poland,2012,2012,NBR,Number,0,Units,,,164000,,
SVK,Slovak Republic,POL,Poland,2013,2013,NBR,Number,0,Units,,,167751,,
SVK,Slovak Republic,POL,Poland,2014,2014,NBR,Number,0,Units,,,158250,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2008,2008,NBR,Number,0,Units,,,97669791,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2009,2009,NBR,Number,0,Units,,,91899197,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2010,2010,NBR,Number,0,Units,,,93744178,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2011,2011,NBR,Number,0,Units,,,99187138,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2012,2012,NBR,Number,0,Units,,,98128079,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2013,2013,NBR,Number,0,Units,,,103230810,,
ESP,Spain,INB_ARRIVALS_TOTAL,Total international arrivals,2014,2014,NBR,Number,0,Units,,,107614333,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2008,2008,NBR,Number,0,Units,,,40477777,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2009,2009,NBR,Number,0,Units,,,39721557,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2010,2010,NBR,Number,0,Units,,,41067205,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2011,2011,NBR,Number,0,Units,,,43010254,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2012,2012,NBR,Number,0,Units,,,40663583,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2013,2013,NBR,Number,0,Units,,,42555321,,
ESP,Spain,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2014,2014,NBR,Number,0,Units,,,42619058,,
ESP,Spain,DEU,Germany,2008,2008,NBR,Number,0,Units,,,10062629,,
ESP,Spain,DEU,Germany,2009,2009,NBR,Number,0,Units,,,8935147,,
ESP,Spain,DEU,Germany,2010,2010,NBR,Number,0,Units,,,8814070,,
ESP,Spain,DEU,Germany,2011,2011,NBR,Number,0,Units,,,8975236,,
ESP,Spain,DEU,Germany,2012,2012,NBR,Number,0,Units,,,9318737,,
ESP,Spain,DEU,Germany,2013,2013,NBR,Number,0,Units,,,9856687,,
ESP,Spain,DEU,Germany,2014,2014,NBR,Number,0,Units,,,10422055,,
ESP,Spain,FRA,France,2008,2008,NBR,Number,0,Units,,,8149265,,
ESP,Spain,FRA,France,2009,2009,NBR,Number,0,Units,,,7955104,,
ESP,Spain,FRA,France,2010,2010,NBR,Number,0,Units,,,8125354,,
ESP,Spain,FRA,France,2011,2011,NBR,Number,0,Units,,,8375035,,
ESP,Spain,FRA,France,2012,2012,NBR,Number,0,Units,,,8913399,,
ESP,Spain,FRA,France,2013,2013,NBR,Number,0,Units,,,9539035,,
ESP,Spain,FRA,France,2014,2014,NBR,Number,0,Units,,,10615746,,
ESP,Spain,GBR,United Kingdom,2008,2008,NBR,Number,0,Units,,,15775244,,
ESP,Spain,GBR,United Kingdom,2009,2009,NBR,Number,0,Units,,,13296762,,
ESP,Spain,GBR,United Kingdom,2010,2010,NBR,Number,0,Units,,,12440240,,
ESP,Spain,GBR,United Kingdom,2011,2011,NBR,Number,0,Units,,,13615385,,
ESP,Spain,GBR,United Kingdom,2012,2012,NBR,Number,0,Units,,,13624050,,
ESP,Spain,GBR,United Kingdom,2013,2013,NBR,Number,0,Units,,,14333773,,
ESP,Spain,GBR,United Kingdom,2014,2014,NBR,Number,0,Units,,,15006744,,
ESP,Spain,ITA,Italy,2008,2008,NBR,Number,0,Units,,,3354251,,
ESP,Spain,ITA,Italy,2009,2009,NBR,Number,0,Units,,,3188147,,
ESP,Spain,ITA,Italy,2010,2010,NBR,Number,0,Units,,,3490352,,
ESP,Spain,ITA,Italy,2011,2011,NBR,Number,0,Units,,,3764818,,
ESP,Spain,ITA,Italy,2012,2012,NBR,Number,0,Units,,,3537932,,
ESP,Spain,ITA,Italy,2013,2013,NBR,Number,0,Units,,,3225360,,
ESP,Spain,ITA,Italy,2014,2014,NBR,Number,0,Units,,,3697702,,
ESP,Spain,NLD,Netherlands,2008,2008,NBR,Number,0,Units,,,2479928,,
ESP,Spain,NLD,Netherlands,2009,2009,NBR,Number,0,Units,,,2089048,,
ESP,Spain,NLD,Netherlands,2010,2010,NBR,Number,0,Units,,,2276393,,
ESP,Spain,NLD,Netherlands,2011,2011,NBR,Number,0,Units,,,2771903,,
ESP,Spain,NLD,Netherlands,2012,2012,NBR,Number,0,Units,,,2548657,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2008,2008,NBR,Number,0,Units,,,11963917,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2009,2009,NBR,Number,0,Units,,,12329657,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2010,2010,NBR,Number,0,Units,,,12802832,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2011,2011,NBR,Number,0,Units,,,12880617,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2012,2012,NBR,Number,0,Units,,,12774599,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2013,2013,NBR,Number,0,Units,,,12890245,,
SWE,Sweden,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2014,2014,NBR,Number,0,Units,,,13747590,,
CHE,Switzerland,DEU,Germany,2008,2008,NBR,Number,0,Units,,,2344337,,
CHE,Switzerland,DEU,Germany,2009,2009,NBR,Number,0,Units,,,2294411,,
CHE,Switzerland,DEU,Germany,2010,2010,NBR,Number,0,Units,,,2237941,,
CHE,Switzerland,DEU,Germany,2011,2011,NBR,Number,0,Units,,,2038680,,
CHE,Switzerland,DEU,Germany,2012,2012,NBR,Number,0,Units,,,1871498,,
CHE,Switzerland,DEU,Germany,2013,2013,NBR,Number,0,Units,,,1854263,,
CHE,Switzerland,DEU,Germany,2014,2014,NBR,Number,0,Units,,,1811833,,
CHE,Switzerland,FRA,France,2008,2008,NBR,Number,0,Units,,,670663,,
CHE,Switzerland,FRA,France,2009,2009,NBR,Number,0,Units,,,685842,,
CHE,Switzerland,FRA,France,2010,2010,NBR,Number,0,Units,,,700578,,
CHE,Switzerland,FRA,France,2011,2011,NBR,Number,0,Units,,,680932,,
CHE,Switzerland,FRA,France,2012,2012,NBR,Number,0,Units,,,669344,,
CHE,Switzerland,FRA,France,2013,2013,NBR,Number,0,Units,,,692288,,
CHE,Switzerland,FRA,France,2014,2014,NBR,Number,0,Units,,,698588,,
CHE,Switzerland,GBR,United Kingdom,2008,2008,NBR,Number,0,Units,,,825719,,
CHE,Switzerland,GBR,United Kingdom,2009,2009,NBR,Number,0,Units,,,691409,,
CHE,Switzerland,GBR,United Kingdom,2010,2010,NBR,Number,0,Units,,,732050,,
CHE,Switzerland,GBR,United Kingdom,2011,2011,NBR,Number,0,Units,,,682117,,
CHE,Switzerland,GBR,United Kingdom,2012,2012,NBR,Number,0,Units,,,659290,,
CHE,Switzerland,GBR,United Kingdom,2013,2013,NBR,Number,0,Units,,,698375,,
CHE,Switzerland,GBR,United Kingdom,2014,2014,NBR,Number,0,Units,,,711595,,
CHE,Switzerland,ITA,Italy,2008,2008,NBR,Number,0,Units,,,552953,,
CHE,Switzerland,ITA,Italy,2009,2009,NBR,Number,0,Units,,,546564,,
CHE,Switzerland,ITA,Italy,2010,2010,NBR,Number,0,Units,,,520542,,
CHE,Switzerland,ITA,Italy,2011,2011,NBR,Number,0,Units,,,482940,,
CHE,Switzerland,ITA,Italy,2012,2012,NBR,Number,0,Units,,,489182,,
CHE,Switzerland,ITA,Italy,2013,2013,NBR,Number,0,Units,,,493839,,
CHE,Switzerland,ITA,Italy,2014,2014,NBR,Number,0,Units,,,504484,,
CHE,Switzerland,USA,United States,2008,2008,NBR,Number,0,Units,,,651876,,
CHE,Switzerland,USA,United States,2009,2009,NBR,Number,0,Units,,,609878,,
CHE,Switzerland,USA,United States,2010,2010,NBR,Number,0,Units,,,680216,,
CHE,Switzerland,USA,United States,2011,2011,NBR,Number,0,Units,,,668961,,
CHE,Switzerland,USA,United States,2012,2012,NBR,Number,0,Units,,,687042,,
CHE,Switzerland,USA,United States,2013,2013,NBR,Number,0,Units,,,726035,,
CHE,Switzerland,USA,United States,2014,2014,NBR,Number,0,Units,,,751514,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2008,2008,NBR,Number,0,Units,,,31138000,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2009,2009,NBR,Number,0,Units,,,31760000,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2010,2010,NBR,Number,0,Units,,,32997000,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2011,2011,NBR,Number,0,Units,,,36769000,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2012,2012,NBR,Number,0,Units,,,37715000,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2013,2013,NBR,Number,0,Units,,,39861000,,
TUR,Turkey,INB_ARRIVALS_TOTAL,Total international arrivals,2014,2014,NBR,Number,0,Units,,,41627000,,
TUR,Turkey,BGR,Bulgaria,2008,2008,NBR,Number,0,Units,,,1255000,,
TUR,Turkey,BGR,Bulgaria,2009,2009,NBR,Number,0,Units,,,1407000,,
TUR,Turkey,BGR,Bulgaria,2010,2010,NBR,Number,0,Units,,,1434000,,
TUR,Turkey,BGR,Bulgaria,2011,2011,NBR,Number,0,Units,,,1492000,,
TUR,Turkey,BGR,Bulgaria,2012,2012,NBR,Number,0,Units,,,1492000,,
TUR,Turkey,BGR,Bulgaria,2013,2013,NBR,Number,0,Units,,,1583000,,
TUR,Turkey,BGR,Bulgaria,2014,2014,NBR,Number,0,Units,,,1694000,,
TUR,Turkey,DEU,Germany,2008,2008,NBR,Number,0,Units,,,4416000,,
TUR,Turkey,DEU,Germany,2009,2009,NBR,Number,0,Units,,,4488000,,
TUR,Turkey,DEU,Germany,2010,2010,NBR,Number,0,Units,,,4385000,,
TUR,Turkey,DEU,Germany,2011,2011,NBR,Number,0,Units,,,4826000,,
TUR,Turkey,DEU,Germany,2012,2012,NBR,Number,0,Units,,,5029000,,
TUR,Turkey,DEU,Germany,2013,2013,NBR,Number,0,Units,,,5041000,,
TUR,Turkey,DEU,Germany,2014,2014,NBR,Number,0,Units,,,5250000,,
TUR,Turkey,GBR,United Kingdom,2008,2008,NBR,Number,0,Units,,,2170000,,
TUR,Turkey,GBR,United Kingdom,2009,2009,NBR,Number,0,Units,,,2427000,,
TUR,Turkey,GBR,United Kingdom,2010,2010,NBR,Number,0,Units,,,2674000,,
TUR,Turkey,GBR,United Kingdom,2011,2011,NBR,Number,0,Units,,,2582000,,
TUR,Turkey,GBR,United Kingdom,2012,2012,NBR,Number,0,Units,,,2457000,,
TUR,Turkey,GBR,United Kingdom,2013,2013,NBR,Number,0,Units,,,2509000,,
TUR,Turkey,GBR,United Kingdom,2014,2014,NBR,Number,0,Units,,,2600000,,
TUR,Turkey,RUS,Russian Federation,2008,2008,NBR,Number,0,Units,,,2879000,,
TUR,Turkey,RUS,Russian Federation,2009,2009,NBR,Number,0,Units,,,2695000,,
TUR,Turkey,RUS,Russian Federation,2010,2010,NBR,Number,0,Units,,,3107000,,
TUR,Turkey,RUS,Russian Federation,2011,2011,NBR,Number,0,Units,,,3468000,,
TUR,Turkey,RUS,Russian Federation,2012,2012,NBR,Number,0,Units,,,3600000,,
TUR,Turkey,RUS,Russian Federation,2013,2013,NBR,Number,0,Units,,,4269000,,
TUR,Turkey,RUS,Russian Federation,2014,2014,NBR,Number,0,Units,,,4479000,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2008,2008,NBR,Number,0,Units,,,31888121,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2009,2009,NBR,Number,0,Units,,,29889077,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2010,2010,NBR,Number,0,Units,,,29803408,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2011,2011,NBR,Number,0,Units,,,30797557,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2012,2012,NBR,Number,0,Units,,,31084085,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2013,2013,NBR,Number,0,Units,,,32692297,,
GBR,United Kingdom,INB_ARRIVALS_TOTAL,Total international arrivals,2014,2014,NBR,Number,0,Units,,,34377014,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2008,2008,NBR,Number,0,Units,,,1745748,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2009,2009,NBR,Number,0,Units,,,1690208,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2010,2010,NBR,Number,0,Units,,,1507872,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2011,2011,NBR,Number,0,Units,,,1491673,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2012,2012,NBR,Number,0,Units,,,1801783,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2013,2013,NBR,Number,0,Units,,,1628669,,
GBR,United Kingdom,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2014,2014,NBR,Number,0,Units,,,1763817,,
GBR,United Kingdom,DEU,Germany,2008,2008,NBR,Number,0,Units,,,2899571,,
GBR,United Kingdom,DEU,Germany,2009,2009,NBR,Number,0,Units,,,2779754,,
GBR,United Kingdom,DEU,Germany,2010,2010,NBR,Number,0,Units,,,3003752,,
GBR,United Kingdom,DEU,Germany,2011,2011,NBR,Number,0,Units,,,2946907,,
GBR,United Kingdom,DEU,Germany,2012,2012,NBR,Number,0,Units,,,2967232,,
GBR,United Kingdom,DEU,Germany,2013,2013,NBR,Number,0,Units,,,3048409,,
GBR,United Kingdom,DEU,Germany,2014,2014,NBR,Number,0,Units,,,3219891,,
GBR,United Kingdom,ESP,Spain,2008,2008,NBR,Number,0,Units,,,1974004,,
GBR,United Kingdom,ESP,Spain,2009,2009,NBR,Number,0,Units,,,2163809,,
GBR,United Kingdom,ESP,Spain,2010,2010,NBR,Number,0,Units,,,1809025,,
GBR,United Kingdom,ESP,Spain,2011,2011,NBR,Number,0,Units,,,1835888,,
GBR,United Kingdom,ESP,Spain,2012,2012,NBR,Number,0,Units,,,1716012,,
GBR,United Kingdom,ESP,Spain,2013,2013,NBR,Number,0,Units,,,1746375,,
GBR,United Kingdom,ESP,Spain,2014,2014,NBR,Number,0,Units,,,1986166,,
GBR,United Kingdom,FRA,France,2008,2008,NBR,Number,0,Units,,,3636332,,
GBR,United Kingdom,FRA,France,2009,2009,NBR,Number,0,Units,,,3784473,,
GBR,United Kingdom,FRA,France,2010,2010,NBR,Number,0,Units,,,3618327,,
GBR,United Kingdom,FRA,France,2011,2011,NBR,Number,0,Units,,,3632935,,
GBR,United Kingdom,FRA,France,2012,2012,NBR,Number,0,Units,,,3786856,,
GBR,United Kingdom,FRA,France,2013,2013,NBR,Number,0,Units,,,3974334,,
GBR,United Kingdom,FRA,France,2014,2014,NBR,Number,0,Units,,,4114287,,
GBR,United Kingdom,IRL,Ireland,2008,2008,NBR,Number,0,Units,,,3069999,,
GBR,United Kingdom,IRL,Ireland,2009,2009,NBR,Number,0,Units,,,2947552,,
GBR,United Kingdom,IRL,Ireland,2010,2010,NBR,Number,0,Units,,,2629022,,
GBR,United Kingdom,IRL,Ireland,2011,2011,NBR,Number,0,Units,,,2573679,,
GBR,United Kingdom,IRL,Ireland,2012,2012,NBR,Number,0,Units,,,2452877,,
GBR,United Kingdom,IRL,Ireland,2013,2013,NBR,Number,0,Units,,,2350288,,
GBR,United Kingdom,IRL,Ireland,2014,2014,NBR,Number,0,Units,,,2486074,,
GBR,United Kingdom,USA,United States,2008,2008,NBR,Number,0,Units,,,2949808,,
GBR,United Kingdom,USA,United States,2009,2009,NBR,Number,0,Units,,,2877212,,
GBR,United Kingdom,USA,United States,2010,2010,NBR,Number,0,Units,,,2710615,,
GBR,United Kingdom,USA,United States,2011,2011,NBR,Number,0,Units,,,2845543,,
GBR,United Kingdom,USA,United States,2012,2012,NBR,Number,0,Units,,,2839846,,
GBR,United Kingdom,USA,United States,2013,2013,NBR,Number,0,Units,,,2778006,,
GBR,United Kingdom,USA,United States,2014,2014,NBR,Number,0,Units,,,2976233,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2008,2008,NBR,Number,0,Units,,,175702309,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2009,2009,NBR,Number,0,Units,,,160507417,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2010,2010,NBR,Number,0,Units,,,164079732,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2011,2011,NBR,Number,0,Units,,,167600277,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2012,2012,NBR,Number,0,Units,,,171320408,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2013,2013,NBR,Number,0,Units,,,177662208,,
USA,United States,INB_ARRIVALS_TOTAL,Total international arrivals,2014,2014,NBR,Number,0,Units,,,177953450,,
USA,United States,CAN,Canada,2008,2008,NBR,Number,0,Units,,,18910210,,
USA,United States,CAN,Canada,2009,2009,NBR,Number,0,Units,,,17973474,,
USA,United States,CAN,Canada,2010,2010,NBR,Number,0,Units,,,20175617,,
USA,United States,CAN,Canada,2011,2011,NBR,Number,0,Units,,,21336761,,
USA,United States,CAN,Canada,2012,2012,NBR,Number,0,Units,,,22697345,,
USA,United States,CAN,Canada,2013,2013,NBR,Number,0,Units,,,23406993,,
USA,United States,CAN,Canada,2014,2014,NBR,Number,0,Units,,,23003055,,
USA,United States,DEU,Germany,2008,2008,NBR,Number,0,Units,,,1782299,,
USA,United States,DEU,Germany,2009,2009,NBR,Number,0,Units,,,1686825,,
USA,United States,DEU,Germany,2010,2010,NBR,Number,0,Units,,,1726193,,
USA,United States,DEU,Germany,2011,2011,NBR,Number,0,Units,,,1823797,,
USA,United States,DEU,Germany,2012,2012,NBR,Number,0,Units,,,1875952,,
USA,United States,DEU,Germany,2013,2013,NBR,Number,0,Units,,,1916471,,
USA,United States,DEU,Germany,2014,2014,NBR,Number,0,Units,,,1968536,,
USA,United States,GBR,United Kingdom,2008,2008,NBR,Number,0,Units,,,4564895,,
USA,United States,GBR,United Kingdom,2009,2009,NBR,Number,0,Units,,,3899167,,
USA,United States,GBR,United Kingdom,2010,2010,NBR,Number,0,Units,,,3850864,,
USA,United States,GBR,United Kingdom,2011,2011,NBR,Number,0,Units,,,3835300,,
USA,United States,GBR,United Kingdom,2012,2012,NBR,Number,0,Units,,,3763381,,
USA,United States,GBR,United Kingdom,2013,2013,NBR,Number,0,Units,,,3835268,,
USA,United States,GBR,United Kingdom,2014,2014,NBR,Number,0,Units,,,4149129,,
USA,United States,JPN,Japan,2008,2008,NBR,Number,0,Units,,,3249578,,
USA,United States,JPN,Japan,2009,2009,NBR,Number,0,Units,,,2918268,,
USA,United States,JPN,Japan,2010,2010,NBR,Number,0,Units,,,3386076,,
USA,United States,JPN,Japan,2011,2011,NBR,Number,0,Units,,,3249569,,
USA,United States,JPN,Japan,2012,2012,NBR,Number,0,Units,,,3698073,,
USA,United States,JPN,Japan,2013,2013,NBR,Number,0,Units,,,3730287,,
USA,United States,JPN,Japan,2014,2014,NBR,Number,0,Units,,,3620224,,
USA,United States,MEX,Mexico,2008,2008,NBR,Number,0,Units,,,13755613,,
USA,United States,MEX,Mexico,2009,2009,NBR,Number,0,Units,,,13373085,,
USA,United States,MEX,Mexico,2010,2010,NBR,Number,0,Units,,,13472127,,
USA,United States,MEX,Mexico,2011,2011,NBR,Number,0,Units,,,13601025,,
USA,United States,MEX,Mexico,2012,2012,NBR,Number,0,Units,,,14198645,,
USA,United States,MEX,Mexico,2013,2013,NBR,Number,0,Units,,,14547235,,
USA,United States,MEX,Mexico,2014,2014,NBR,Number,0,Units,,,17069818,,
ARG,Argentina,BRA,Brazil,2008,2008,NBR,Number,0,Units,,,873794,,
ARG,Argentina,BRA,Brazil,2009,2009,NBR,Number,0,Units,,,718203,,
ARG,Argentina,BRA,Brazil,2010,2010,NBR,Number,0,Units,,,1196832,,
ARG,Argentina,BRA,Brazil,2011,2011,NBR,Number,0,Units,,,1282374,,
ARG,Argentina,BRA,Brazil,2012,2012,NBR,Number,0,Units,,,1217353,,
ARG,Argentina,CHL,Chile,2008,2008,NBR,Number,0,Units,,,940496,,
ARG,Argentina,CHL,Chile,2009,2009,NBR,Number,0,Units,,,820128,,
ARG,Argentina,CHL,Chile,2010,2010,NBR,Number,0,Units,,,1076372,,
ARG,Argentina,CHL,Chile,2011,2011,NBR,Number,0,Units,,,1101337,,
ARG,Argentina,CHL,Chile,2012,2012,NBR,Number,0,Units,,,1135197,,
ARG,Argentina,EUROPE,Europe,2008,2008,NBR,Number,0,Units,,,765962,,
ARG,Argentina,EUROPE,Europe,2009,2009,NBR,Number,0,Units,,,721622,,
ARG,Argentina,EUROPE,Europe,2010,2010,NBR,Number,0,Units,,,751331,,
ARG,Argentina,EUROPE,Europe,2011,2011,NBR,Number,0,Units,,,738778,,
ARG,Argentina,EUROPE,Europe,2012,2012,NBR,Number,0,Units,,,706335,,
ARG,Argentina,PRY,Paraguay,2008,2008,NBR,Number,0,Units,,,391217,,
ARG,Argentina,PRY,Paraguay,2009,2009,NBR,Number,0,Units,,,389619,,
ARG,Argentina,PRY,Paraguay,2010,2010,NBR,Number,0,Units,,,432200,,
ARG,Argentina,PRY,Paraguay,2011,2011,NBR,Number,0,Units,,,627620,,
ARG,Argentina,PRY,Paraguay,2012,2012,NBR,Number,0,Units,,,602475,,
ARG,Argentina,URY,Uruguay,2008,2008,NBR,Number,0,Units,,,446760,,
ARG,Argentina,URY,Uruguay,2009,2009,NBR,Number,0,Units,,,487820,,
ARG,Argentina,URY,Uruguay,2010,2010,NBR,Number,0,Units,,,653936,,
ARG,Argentina,URY,Uruguay,2011,2011,NBR,Number,0,Units,,,655635,,
ARG,Argentina,URY,Uruguay,2012,2012,NBR,Number,0,Units,,,607880,,
BRA,Brazil,ARG,Argentina,2008,2008,NBR,Number,0,Units,,,1017675,,
BRA,Brazil,ARG,Argentina,2009,2009,NBR,Number,0,Units,,,1211159,,
BRA,Brazil,ARG,Argentina,2010,2010,NBR,Number,0,Units,,,1399592,,
BRA,Brazil,ARG,Argentina,2011,2011,NBR,Number,0,Units,,,1593775,,
BRA,Brazil,ARG,Argentina,2012,2012,NBR,Number,0,Units,,,1671604,,
BRA,Brazil,ARG,Argentina,2013,2013,NBR,Number,0,Units,,,1711491,,
BRA,Brazil,ARG,Argentina,2014,2014,NBR,Number,0,Units,,,1743930,,
BRA,Brazil,USA,United States,2008,2008,NBR,Number,0,Units,,,625506,,
BRA,Brazil,USA,United States,2009,2009,NBR,Number,0,Units,,,603674,,
BRA,Brazil,USA,United States,2010,2010,NBR,Number,0,Units,,,641377,,
BRA,Brazil,USA,United States,2011,2011,NBR,Number,0,Units,,,594947,,
BRA,Brazil,USA,United States,2012,2012,NBR,Number,0,Units,,,586463,,
BRA,Brazil,USA,United States,2013,2013,NBR,Number,0,Units,,,592827,,
BRA,Brazil,USA,United States,2014,2014,NBR,Number,0,Units,,,656801,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2008,2008,NBR,Number,0,Units,,,8533000,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2009,2009,NBR,Number,0,Units,,,7873000,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2010,2010,NBR,Number,0,Units,,,8374000,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2011,2011,NBR,Number,0,Units,,,8713000,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2012,2012,NBR,Number,0,Units,,,8867000,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2013,2013,NBR,Number,0,Units,,,9191782,,
BGR,Bulgaria,INB_ARRIVALS_TOTAL,Total international arrivals,2014,2014,NBR,Number,0,Units,,,9408821,,
BGR,Bulgaria,DEU,Germany,2008,2008,NBR,Number,0,Units,,,760000,,
BGR,Bulgaria,DEU,Germany,2009,2009,NBR,Number,0,Units,,,898000,,
BGR,Bulgaria,DEU,Germany,2010,2010,NBR,Number,0,Units,,,853000,,
BGR,Bulgaria,DEU,Germany,2011,2011,NBR,Number,0,Units,,,837000,,
BGR,Bulgaria,DEU,Germany,2012,2012,NBR,Number,0,Units,,,785000,,
BGR,Bulgaria,DEU,Germany,2013,2013,NBR,Number,0,Units,,,682702,,
BGR,Bulgaria,DEU,Germany,2014,2014,NBR,Number,0,Units,,,714195,,
BGR,Bulgaria,GRC,Greece,2008,2008,NBR,Number,0,Units,,,881000,,
BGR,Bulgaria,GRC,Greece,2009,2009,NBR,Number,0,Units,,,924000,,
BGR,Bulgaria,GRC,Greece,2010,2010,NBR,Number,0,Units,,,1018000,,
BGR,Bulgaria,GRC,Greece,2011,2011,NBR,Number,0,Units,,,1121000,,
BGR,Bulgaria,GRC,Greece,2012,2012,NBR,Number,0,Units,,,1087000,,
BGR,Bulgaria,GRC,Greece,2013,2013,NBR,Number,0,Units,,,935431,,
BGR,Bulgaria,GRC,Greece,2014,2014,NBR,Number,0,Units,,,1031981,,
BGR,Bulgaria,MKD,Former Yugoslav Republic of Macedonia,2008,2008,NBR,Number,0,Units,,,323000,,
BGR,Bulgaria,MKD,Former Yugoslav Republic of Macedonia,2009,2009,NBR,Number,0,Units,,,310000,,
BGR,Bulgaria,MKD,Former Yugoslav Republic of Macedonia,2010,2010,NBR,Number,0,Units,,,410000,,
BGR,Bulgaria,MKD,Former Yugoslav Republic of Macedonia,2011,2011,NBR,Number,0,Units,,,440000,,
BGR,Bulgaria,MKD,Former Yugoslav Republic of Macedonia,2012,2012,NBR,Number,0,Units,,,424000,,
