COUNTRY,Country,VARIABLE,Variable,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
BEL-VLG,Flanders,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,3051205,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,774859,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,721904,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,768545,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,811418,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,809065,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,808738,,
BEL-WAL,Wallonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,791406,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,16997000,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,15737000,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,16219000,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,16015000,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,16344000,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,16059000,,
CAN,Canada,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,16537000,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,79218000,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,76764000,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,76647002,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,80498669,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,81979697,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,83633672,,
FRA,France,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,83766849,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2008,2008,NBR,Number,0,Units,,,114353000,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2009,2009,NBR,Number,0,Units,,,115605000,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2010,2010,NBR,Number,0,Units,,,113178707,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2011,2011,NBR,Number,0,Units,,,116096025,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2012,2012,NBR,Number,0,Units,,,115542577,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2013,2013,NBR,Number,0,Units,,,120776135,,
FRA,France,INB_ARRIVALS_SAME_DAY,Same-day visitors (excursionists),2014,2014,NBR,Number,0,Units,,,122069687,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,7288000,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,6470000,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,5695000,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,6021000,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,6035000,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,6393000,,
IRL,Ireland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,6824000,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,22930585,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,22346258,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,23289748,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,23403262,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,23402546,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,24150512,,
MEX,Mexico,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,29345610,P,Provisional value
NOR,Norway,DEU,Germany,2008,2008,NBR,Number,0,Units,,,1689000,,
NOR,Norway,DEU,Germany,2009,2009,NBR,Number,0,Units,,,1590000,,
NOR,Norway,DEU,Germany,2010,2010,NBR,Number,0,Units,,,1637000,,
NOR,Norway,DEU,Germany,2011,2011,NBR,Number,0,Units,,,1595000,,
NOR,Norway,DEU,Germany,2012,2012,NBR,Number,0,Units,,,1511054,,
NOR,Norway,DEU,Germany,2013,2013,NBR,Number,0,Units,,,1305810,,
NOR,Norway,DEU,Germany,2014,2014,NBR,Number,0,Units,,,1384718,,
NOR,Norway,GB,Great Britain,2008,2008,NBR,Number,0,Units,,,656000,,
NOR,Norway,GB,Great Britain,2009,2009,NBR,Number,0,Units,,,525000,,
NOR,Norway,GB,Great Britain,2010,2010,NBR,Number,0,Units,,,520000,,
NOR,Norway,GB,Great Britain,2011,2011,NBR,Number,0,Units,,,519000,,
NOR,Norway,GB,Great Britain,2012,2012,NBR,Number,0,Units,,,572466,,
NOR,Norway,GB,Great Britain,2013,2013,NBR,Number,0,Units,,,580969,,
NOR,Norway,GB,Great Britain,2014,2014,NBR,Number,0,Units,,,614198,,
NOR,Norway,NLD,Netherlands,2008,2008,NBR,Number,0,Units,,,846000,,
NOR,Norway,NLD,Netherlands,2009,2009,NBR,Number,0,Units,,,826000,,
NOR,Norway,NLD,Netherlands,2010,2010,NBR,Number,0,Units,,,800000,,
NOR,Norway,NLD,Netherlands,2011,2011,NBR,Number,0,Units,,,742000,,
NOR,Norway,NLD,Netherlands,2012,2012,NBR,Number,0,Units,,,678500,,
NOR,Norway,NLD,Netherlands,2013,2013,NBR,Number,0,Units,,,516856,,
NOR,Norway,NLD,Netherlands,2014,2014,NBR,Number,0,Units,,,538722,,
NOR,Norway,SWE,Sweden,2008,2008,NBR,Number,0,Units,,,945000,,
NOR,Norway,SWE,Sweden,2009,2009,NBR,Number,0,Units,,,906000,,
NOR,Norway,SWE,Sweden,2010,2010,NBR,Number,0,Units,,,959000,,
NOR,Norway,SWE,Sweden,2011,2011,NBR,Number,0,Units,,,933000,,
NOR,Norway,SWE,Sweden,2012,2012,NBR,Number,0,Units,,,998772,,
NOR,Norway,SWE,Sweden,2013,2013,NBR,Number,0,Units,,,980148,,
NOR,Norway,SWE,Sweden,2014,2014,NBR,Number,0,Units,,,1021911,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2008,2008,NBR,Number,0,Units,,,8147000,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2009,2009,NBR,Number,0,Units,,,7525000,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2010,2010,NBR,Number,0,Units,,,7903000,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2011,2011,NBR,Number,0,Units,,,7844000,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2012,2012,NBR,Number,0,Units,,,7896772,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2013,2013,NBR,Number,0,Units,,,7635102,,
NOR,Norway,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2014,2014,NBR,Number,0,Units,,,8094400,,
SWE,Sweden,DEU,Germany,2011,2011,NBR,Number,0,Units,,,1369101,P,Provisional value
SWE,Sweden,DEU,Germany,2012,2012,NBR,Number,0,Units,,,1578299,P,Provisional value
SWE,Sweden,DEU,Germany,2013,2013,NBR,Number,0,Units,,,1302965,P,Provisional value
SWE,Sweden,DEU,Germany,2014,2014,NBR,Number,0,Units,,,1285072,P,Provisional value
SWE,Sweden,FIN,Finland,2011,2011,NBR,Number,0,Units,,,1791695,P,Provisional value
SWE,Sweden,FIN,Finland,2012,2012,NBR,Number,0,Units,,,1769268,P,Provisional value
SWE,Sweden,FIN,Finland,2013,2013,NBR,Number,0,Units,,,1522610,P,Provisional value
SWE,Sweden,FIN,Finland,2014,2014,NBR,Number,0,Units,,,1550012,P,Provisional value
SWE,Sweden,GBR,United Kingdom,2011,2011,NBR,Number,0,Units,,,526587,P,Provisional value
SWE,Sweden,GBR,United Kingdom,2012,2012,NBR,Number,0,Units,,,635655,P,Provisional value
SWE,Sweden,GBR,United Kingdom,2013,2013,NBR,Number,0,Units,,,548355,P,Provisional value
SWE,Sweden,GBR,United Kingdom,2014,2014,NBR,Number,0,Units,,,602544,P,Provisional value
SWE,Sweden,NOR,Norway,2011,2011,NBR,Number,0,Units,,,1956084,P,Provisional value
SWE,Sweden,NOR,Norway,2012,2012,NBR,Number,0,Units,,,1790993,P,Provisional value
SWE,Sweden,NOR,Norway,2013,2013,NBR,Number,0,Units,,,1784807,P,Provisional value
SWE,Sweden,NOR,Norway,2014,2014,NBR,Number,0,Units,,,1753639,P,Provisional value
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2008,2008,NBR,Number,0,Units,,,21508296,,
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2009,2009,NBR,Number,0,Units,,,20164425,,
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2010,2010,NBR,Number,0,Units,,,20442508,,
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2011,2011,NBR,Number,0,Units,,,19733889,,
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2012,2012,NBR,Number,0,Units,,,19076238,,
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2013,2013,NBR,Number,0,Units,,,19734657,,
CHE,Switzerland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2014,2014,NBR,Number,0,Units,,,19907377,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,2710024,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,2759695,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,2800637,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,3137285,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,3554279,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,3576204,,
CHL,Chile,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,3674391,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2008,2008,NBR,Number,0,Units,,,17604550,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2009,2009,NBR,Number,0,Units,,,16085143,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2010,2010,NBR,Number,0,Units,,,17011494,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2011,2011,NBR,Number,0,Units,,,18054427,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2012,2012,NBR,Number,0,Units,,,18879352,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2013,2013,NBR,Number,0,Units,,,18892045,,
HRV,Croatia,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2014,2014,NBR,Number,0,Units,,,18891924,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,5282603,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,5167699,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,5775692,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,6309222,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,6577745,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,6967601,,
IND,India,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,7679099,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,254957,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,259204,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,261696,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,327471,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,351359,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,399680,,
MKD,Former Yugoslav Republic of Macedonia,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,425314,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2008,2008,NBR,Number,0,Units,,,12302,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2009,2009,NBR,Number,0,Units,,,12519,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2010,2010,NBR,Number,0,Units,,,12791,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2011,2011,NBR,Number,0,Units,,,13885,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2012,2012,NBR,Number,0,Units,,,13939,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2013,2013,NBR,Number,0,Units,,,12722,,
MKD,Former Yugoslav Republic of Macedonia,HRV,Croatia,2014,2014,NBR,Number,0,Units,,,15392,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2008,2008,NBR,Number,0,Units,,,5606,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2009,2009,NBR,Number,0,Units,,,4988,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2010,2010,NBR,Number,0,Units,,,6612,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2011,2011,NBR,Number,0,Units,,,22219,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2012,2012,NBR,Number,0,Units,,,27121,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2013,2013,NBR,Number,0,Units,,,25542,,
MKD,Former Yugoslav Republic of Macedonia,NLD,Netherlands,2014,2014,NBR,Number,0,Units,,,26111,,
MLT,Malta,DEU,Germany,2008,2008,NBR,Number,0,Units,,,150793,,
MLT,Malta,DEU,Germany,2009,2009,NBR,Number,0,Units,,,127373,,
MLT,Malta,DEU,Germany,2010,2010,NBR,Number,0,Units,,,126193,,
MLT,Malta,DEU,Germany,2011,2011,NBR,Number,0,Units,,,134306,,
MLT,Malta,DEU,Germany,2012,2012,NBR,Number,0,Units,,,137500,,
MLT,Malta,DEU,Germany,2013,2013,NBR,Number,0,Units,,,147110,,
MLT,Malta,DEU,Germany,2014,2014,NBR,Number,0,Units,,,143053,,
MLT,Malta,ESP,Spain,2008,2008,NBR,Number,0,Units,,,49497,,
MLT,Malta,ESP,Spain,2009,2009,NBR,Number,0,Units,,,45298,,
MLT,Malta,ESP,Spain,2010,2010,NBR,Number,0,Units,,,67842,,
MLT,Malta,ESP,Spain,2011,2011,NBR,Number,0,Units,,,63088,,
MLT,Malta,ESP,Spain,2012,2012,NBR,Number,0,Units,,,60223,,
MLT,Malta,ESP,Spain,2013,2013,NBR,Number,0,Units,,,53278,,
MLT,Malta,ESP,Spain,2014,2014,NBR,Number,0,Units,,,42285,,
MLT,Malta,FRA,France,2008,2008,NBR,Number,0,Units,,,81152,,
MLT,Malta,FRA,France,2009,2009,NBR,Number,0,Units,,,71930,,
MLT,Malta,FRA,France,2010,2010,NBR,Number,0,Units,,,86516,,
MLT,Malta,FRA,France,2011,2011,NBR,Number,0,Units,,,103629,,
MLT,Malta,FRA,France,2012,2012,NBR,Number,0,Units,,,107893,,
MLT,Malta,FRA,France,2013,2013,NBR,Number,0,Units,,,116533,,
MLT,Malta,FRA,France,2014,2014,NBR,Number,0,Units,,,125511,,
MLT,Malta,GBR,United Kingdom,2008,2008,NBR,Number,0,Units,,,454356,,
MLT,Malta,GBR,United Kingdom,2009,2009,NBR,Number,0,Units,,,398472,,
MLT,Malta,GBR,United Kingdom,2010,2010,NBR,Number,0,Units,,,415099,,
MLT,Malta,GBR,United Kingdom,2011,2011,NBR,Number,0,Units,,,438783,,
MLT,Malta,GBR,United Kingdom,2012,2012,NBR,Number,0,Units,,,441275,,
MLT,Malta,GBR,United Kingdom,2013,2013,NBR,Number,0,Units,,,454659,,
MLT,Malta,GBR,United Kingdom,2014,2014,NBR,Number,0,Units,,,487714,,
MLT,Malta,ITA,Italy,2008,2008,NBR,Number,0,Units,,,144456,,
MLT,Malta,ITA,Italy,2009,2009,NBR,Number,0,Units,,,161737,,
MLT,Malta,ITA,Italy,2010,2010,NBR,Number,0,Units,,,219663,,
MLT,Malta,ITA,Italy,2011,2011,NBR,Number,0,Units,,,201774,,
MLT,Malta,ITA,Italy,2012,2012,NBR,Number,0,Units,,,202200,,
MLT,Malta,ITA,Italy,2013,2013,NBR,Number,0,Units,,,233777,,
MLT,Malta,ITA,Italy,2014,2014,NBR,Number,0,Units,,,262631,,
ZAF,South Africa,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,7012000,,
ZAF,South Africa,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,8074000,,
ZAF,South Africa,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,8339000,,
ZAF,South Africa,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,9188000,,
ZAF,South Africa,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2013,2013,NBR,Number,0,Units,,,9537000,,
ZAF,South Africa,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,9549000,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2008,2008,NBR,Number,0,Units,,,526160008,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2009,2009,NBR,Number,0,Units,,,512178834,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2010,2010,NBR,Number,0,Units,,,510933561,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2011,2011,NBR,Number,0,Units,,,551934722,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2012,2012,NBR,Number,0,Units,,,560816821,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2013,2013,NBR,Number,0,Units,,,586682161,,
FRA,France,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2014,2014,NBR,Number,0,Units,,,599026629,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2008,2008,NBR,Number,0,Units,,,11119811,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2009,2009,NBR,Number,0,Units,,,10336598,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2010,2010,NBR,Number,0,Units,,,10854245,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2011,2011,NBR,Number,0,Units,,,11436408,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2012,2012,NBR,Number,0,Units,,,11546413,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2013,2013,NBR,Number,0,Units,,,11624497,,
BEL,Belgium,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2014,2014,NBR,Number,0,Units,,,12081835,,
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2008,2008,NBR,Number,0,Units,,,19987022,,
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2009,2009,NBR,Number,0,Units,,,17746893,,
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2010,2010,NBR,Number,0,Units,,,18365947,,
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2011,2011,NBR,Number,0,Units,,,19424839,,
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2012,2012,NBR,Number,0,Units,,,21793985,B,Break
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2013,2013,NBR,Number,0,Units,,,22144896,,
CZE,Czech Republic,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2014,2014,NBR,Number,0,Units,,,22110112,,
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2008,2008,NBR,Number,0,Units,,,17740781,,
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2009,2009,NBR,Number,0,Units,,,16013046,,
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2010,2010,NBR,Number,0,Units,,,16880869,,
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2011,2011,NBR,Number,0,Units,,,18027007,,
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2012,2012,NBR,Number,0,Units,,,19936405,B,Break
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2013,2013,NBR,Number,0,Units,,,20071692,,
CZE,Czech Republic,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2014,2014,NBR,Number,0,Units,,,19970831,,
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2008,2008,NBR,Number,0,Units,,,2246241,,
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2009,2009,NBR,Number,0,Units,,,1733847,,
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2010,2010,NBR,Number,0,Units,,,1485078,,
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2011,2011,NBR,Number,0,Units,,,1397832,,
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2012,2012,NBR,Number,0,Units,,,1857580,B,Break
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2013,2013,NBR,Number,0,Units,,,2073204,,
CZE,Czech Republic,INB_ACCOMM_OTHER_COLL_NIGHTS,Other collective establishments,2014,2014,NBR,Number,0,Units,,,2139281,,
FIN,Finland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2008,2008,NBR,Number,0,Units,,,3583000,,
FIN,Finland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2009,2009,NBR,Number,0,Units,,,3423000,,
FIN,Finland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2010,2010,NBR,Number,0,Units,,,3670000,,
FIN,Finland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2011,2011,NBR,Number,0,Units,,,4192000,,
FIN,Finland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2012,2012,NBR,Number,0,Units,,,4226000,,
FIN,Finland,INB_ARRIVALS_OVERNIGHT,Overnight visitors (tourists),2014,2014,NBR,Number,0,Units,,,4085300,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2008,2008,NBR,Number,0,Units,,,5503000,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2009,2009,NBR,Number,0,Units,,,4890000,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2010,2010,NBR,Number,0,Units,,,5005000,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2011,2011,NBR,Number,0,Units,,,5507000,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2012,2012,NBR,Number,0,Units,,,5803000,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2013,2013,NBR,Number,0,Units,,,5860000,,
FIN,Finland,INB_ACCOMM_ALL_NIGHTS,Nights in all types of accommodation,2014,2014,NBR,Number,0,Units,,,5710000,,
FIN,Finland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2008,2008,NBR,Number,0,Units,,,4679000,,
FIN,Finland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2009,2009,NBR,Number,0,Units,,,4107000,,
FIN,Finland,INB_ACCOMM_HOTEL_NIGHTS,Hotels and similar establishments,2010,2010,NBR,Number,0,Units,,,4202000,,
